TotalSteps,TrackerDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,source,steps_clean,steps_flag_outlier,minutes_flag_over_1440,user_id,date,total_minutes_asleep,total_minutes_awake,avg_sleep_efficiency,segment_count,has_unknown_main_sleep,rhr_clean_daily,rhr_flag_invalid_daily
4620.0,3.3,,14.0,179.0,1323.0,1938.0,Fitbit,4620.0,0,1,U_XGMPW5D3GO8J,2024-11-10,360.0,65.0,83.0,1,0,65.3,0
7137.0,5.1,39.0,,53.0,1219.0,2387.0,Fitbit,7137.0,0,0,U_XGMPW5D3GO8J,2024-11-11,360.0,43.0,94.0,1,0,61.4,0
6701.0,4.79,35.0,1.0,20.0,,2414.0,Fitbit,6701.0,0,0,U_XGMPW5D3GO8J,2024-11-15,330.0,64.0,81.5,2,0,66.75,0
8920.0,6.37,69.0,20.0,,1300.0,2068.0,Fitbit,8920.0,0,0,U_XGMPW5D3GO8J,2024-11-19,470.0,61.0,88.5,2,1,67.9,0
8481.0,6.06,62.0,25.0,,1228.0,1875.0,Fitbit,8481.0,0,0,U_XGMPW5D3GO8J,2024-11-20,360.0,,96.0,1,0,71.9,0
8204.0,5.86,,22.0,132.0,1337.0,2225.0,Fitbit,8204.0,0,1,U_XGMPW5D3GO8J,2024-11-27,360.0,52.0,88.0,1,0,64.9,0
6271.0,4.48,21.0,,51.0,1285.0,2177.0,Fitbit,6271.0,0,0,U_XGMPW5D3GO8J,2024-11-28,360.0,19.0,79.0,1,0,70.0,0
6247.0,4.46,39.0,29.0,159.0,1244.0,2228.0,Fitbit,6247.0,0,1,U_XGMPW5D3GO8J,2024-11-29,350.0,35.0,83.0,1,0,67.7,0
6055.0,4.33,32.0,0.0,59.0,1223.0,2432.0,Fitbit,6055.0,0,0,U_XGMPW5D3GO8J,2024-11-30,172.0,54.0,,1,0,72.4,0
5124.0,3.66,37.0,21.0,9.0,1283.0,2212.0,Fitbit,5124.0,0,0,U_XGMPW5D3GO8J,2024-12-01,211.0,,80.0,1,0,72.1,0
9202.0,6.57,64.0,15.0,214.0,1332.0,2300.0,Fitbit,9202.0,0,1,U_XGMPW5D3GO8J,2024-12-02,305.0,,77.0,1,0,65.8,0
7751.0,5.54,41.0,23.0,99.0,1285.0,2142.0,Fitbit,7751.0,0,1,U_XGMPW5D3GO8J,2024-12-03,360.0,37.0,76.0,1,0,68.15,0
6397.0,4.57,58.0,37.0,,1336.0,2094.0,Fitbit,6397.0,0,0,U_XGMPW5D3GO8J,2024-12-05,324.0,19.0,76.0,1,1,69.5,0
8953.0,6.39,81.0,,151.0,1264.0,2168.0,Fitbit,8953.0,0,1,U_XGMPW5D3GO8J,2024-12-06,360.0,3.0,98.0,1,0,,0
4352.0,,27.0,2.0,,1348.0,2066.0,Fitbit,4352.0,0,0,U_XGMPW5D3GO8J,2024-12-07,132.0,41.0,82.0,1,0,65.0,0
6661.0,4.76,51.0,11.0,216.0,1308.0,2526.0,Fitbit,6661.0,0,1,U_XGMPW5D3GO8J,2024-12-08,124.0,,76.0,1,1,66.9,0
5687.0,,18.0,5.0,173.0,1317.0,2202.0,Fitbit,5687.0,0,1,U_XGMPW5D3GO8J,2024-12-09,360.0,64.0,77.0,1,0,69.9,0
6949.0,4.96,,16.0,,1359.0,1973.0,Fitbit,6949.0,0,0,U_XGMPW5D3GO8J,2024-12-10,360.0,10.0,89.0,1,0,61.3,0
6350.0,4.54,25.0,19.0,42.0,1289.0,2452.0,Fitbit,6350.0,0,0,U_XGMPW5D3GO8J,2024-12-11,96.0,,89.0,1,0,65.0,0
6753.0,4.82,37.0,0.0,197.0,1381.0,2004.0,Fitbit,6753.0,0,1,U_XGMPW5D3GO8J,2024-12-13,177.0,31.0,78.0,1,0,60.7,0
2804.0,2.0,18.0,38.0,,1294.0,,Fitbit,2804.0,0,0,U_XGMPW5D3GO8J,2024-12-14,360.0,36.0,90.0,1,0,61.5,0
7102.0,,29.0,40.0,7.0,1358.0,2640.0,Fitbit,7102.0,0,0,U_XGMPW5D3GO8J,2024-12-15,360.0,57.0,85.0,1,0,59.4,0
9943.0,7.1,52.0,18.0,127.0,1354.0,2361.0,Fitbit,9943.0,0,1,U_XGMPW5D3GO8J,2024-12-16,360.0,,,1,0,,0
7275.0,5.2,31.0,5.0,134.0,1269.0,2257.0,Fitbit,7275.0,0,0,U_XGMPW5D3GO8J,2024-12-17,360.0,,83.0,1,0,71.5,0
8230.0,5.88,34.0,12.0,197.0,,2006.0,Fitbit,8230.0,0,0,U_XGMPW5D3GO8J,2024-12-18,201.0,0.0,93.0,1,0,69.4,0
7904.0,,,14.0,,1303.0,,Fitbit,7904.0,0,0,U_XGMPW5D3GO8J,2024-12-19,137.0,45.0,85.0,1,0,72.8,0
7128.0,5.09,37.0,28.0,168.0,1350.0,2196.0,Fitbit,7128.0,0,1,U_XGMPW5D3GO8J,2024-12-20,233.0,75.0,,1,0,66.9,0
5301.0,3.79,46.0,37.0,201.0,1252.0,1749.0,Fitbit,5301.0,0,1,U_XGMPW5D3GO8J,2024-12-21,131.0,38.0,,1,0,68.2,0
10202.0,7.29,,0.0,88.0,1214.0,2392.0,Fitbit,10202.0,0,0,U_XGMPW5D3GO8J,2024-12-23,491.0,44.0,81.0,2,0,74.8,0
6681.0,4.77,18.0,,31.0,1227.0,2039.0,Fitbit,6681.0,0,0,U_XGMPW5D3GO8J,2024-12-24,123.0,68.0,83.0,2,0,59.1,0
7457.0,5.33,42.0,30.0,196.0,1215.0,1808.0,Fitbit,7457.0,0,1,U_XGMPW5D3GO8J,2024-12-25,360.0,43.0,72.0,1,0,66.4,0
5103.0,3.65,26.0,14.0,80.0,1278.0,1749.0,Fitbit,5103.0,0,0,U_XGMPW5D3GO8J,2024-12-26,475.0,79.0,84.5,2,0,67.5,0
4956.0,3.54,15.0,,175.0,1323.0,2541.0,Fitbit,4956.0,0,1,U_XGMPW5D3GO8J,2024-12-28,240.0,28.0,77.0,1,0,70.4,0
8504.0,6.07,55.0,5.0,179.0,1201.0,2344.0,Fitbit,8504.0,0,0,U_XGMPW5D3GO8J,2024-12-30,107.0,35.0,81.0,1,0,65.4,0
9480.0,6.77,55.0,13.0,53.0,1328.0,2730.0,Fitbit,9480.0,0,1,U_XGMPW5D3GO8J,2024-12-31,273.0,50.0,89.0,2,0,70.1,0
5392.0,3.85,19.0,18.0,152.0,1294.0,2081.0,Fitbit,5392.0,0,1,U_74RS7GU0ENV5,2024-01-02,379.0,74.0,84.0,3,0,54.5,0
5103.0,3.65,4.0,,145.0,1291.0,2073.0,Fitbit,5103.0,0,0,U_74RS7GU0ENV5,2024-01-03,305.0,39.0,81.5,2,0,61.5,0
1689.0,1.21,0.0,17.0,,1301.0,2248.0,Fitbit,1689.0,0,0,U_74RS7GU0ENV5,2024-01-04,360.0,30.0,85.0,1,1,49.7,0
1937.0,1.38,,12.0,82.0,1335.0,1887.0,Fitbit,1937.0,0,0,U_74RS7GU0ENV5,2024-01-06,360.0,35.0,77.0,1,0,56.3,0
,1.03,3.0,16.0,,1354.0,1480.0,Fitbit,,0,0,U_74RS7GU0ENV5,2024-01-07,360.0,65.0,,1,1,55.5,0
4203.0,3.0,5.0,,138.0,1261.0,1519.0,Fitbit,4203.0,0,0,U_74RS7GU0ENV5,2024-01-08,360.0,36.0,79.0,1,0,53.0,0
3356.0,2.4,7.0,34.0,,1327.0,1988.0,Fitbit,3356.0,0,0,U_74RS7GU0ENV5,2024-01-09,472.0,45.0,86.5,2,0,56.8,0
3413.0,2.44,19.0,37.0,,1397.0,1774.0,Fitbit,3413.0,0,1,U_74RS7GU0ENV5,2024-01-10,360.0,24.0,98.0,1,0,53.8,0
,1.74,19.0,18.0,37.0,1382.0,2046.0,Fitbit,,0,1,U_74RS7GU0ENV5,2024-01-11,256.0,100.0,75.0,2,1,59.2,0
4959.0,3.54,22.0,27.0,170.0,,1663.0,Fitbit,4959.0,0,0,U_74RS7GU0ENV5,2024-01-12,548.0,53.0,87.0,2,0,53.6,0
710.0,0.51,0.0,15.0,153.0,1303.0,2119.0,Fitbit,710.0,0,1,U_74RS7GU0ENV5,2024-01-13,360.0,,,1,0,54.9,0
912.0,0.65,,35.0,166.0,1393.0,1722.0,Fitbit,912.0,0,1,U_74RS7GU0ENV5,2024-01-14,277.0,36.0,89.0,1,0,50.2,0
2144.0,1.53,11.0,3.0,14.0,1383.0,1473.0,Fitbit,2144.0,0,0,U_74RS7GU0ENV5,2024-01-15,,,80.0,1,0,48.8,0
3309.0,2.36,,2.0,111.0,1263.0,1624.0,Fitbit,3309.0,0,0,U_74RS7GU0ENV5,2024-01-17,395.0,110.0,89.0,2,0,52.4,0
2907.0,2.08,20.0,0.0,47.0,1276.0,2044.0,Fitbit,2907.0,0,0,U_74RS7GU0ENV5,2024-01-18,360.0,26.0,98.0,1,0,62.6,0
2597.0,1.85,28.0,,110.0,1382.0,2092.0,Fitbit,2597.0,0,1,U_74RS7GU0ENV5,2024-01-20,327.0,62.0,81.5,2,0,57.1,0
1391.0,0.99,0.0,16.0,40.0,,,Fitbit,1391.0,0,0,U_74RS7GU0ENV5,2024-01-21,204.0,,78.0,1,0,55.3,0
1309.0,0.94,0.0,13.0,75.0,1397.0,1823.0,Fitbit,1309.0,0,1,U_74RS7GU0ENV5,2024-01-22,360.0,47.0,80.0,1,0,53.1,0
3037.0,2.17,7.0,,114.0,1276.0,1768.0,Fitbit,3037.0,0,0,U_74RS7GU0ENV5,2024-01-23,450.0,37.0,87.5,2,0,55.7,0
2243.0,1.6,5.0,6.0,9.0,,1765.0,Fitbit,2243.0,0,0,U_74RS7GU0ENV5,2024-01-25,187.0,60.0,79.0,1,0,55.4,0
3323.0,2.37,8.0,5.0,155.0,1402.0,1325.0,Fitbit,3323.0,0,1,U_74RS7GU0ENV5,2024-01-26,,32.0,82.0,1,1,51.6,0
0.0,0.0,0.0,12.0,190.0,1370.0,1456.0,Fitbit,0.0,0,1,U_74RS7GU0ENV5,2024-01-27,247.0,73.0,88.0,2,0,64.2,0
2815.0,2.01,0.0,19.0,84.0,1359.0,1754.0,Fitbit,2815.0,0,1,U_74RS7GU0ENV5,2024-01-28,360.0,64.0,76.0,1,0,53.8,0
3059.0,2.19,12.0,29.0,78.0,1323.0,2132.0,Fitbit,3059.0,0,1,U_74RS7GU0ENV5,2024-01-29,360.0,38.0,,1,0,54.6,0
,4.22,35.0,6.0,33.0,1328.0,2099.0,Fitbit,,0,0,U_74RS7GU0ENV5,2024-01-30,261.0,25.0,83.0,1,0,54.900000000000006,0
4546.0,3.25,47.0,24.0,94.0,1282.0,2124.0,Fitbit,4546.0,0,1,U_74RS7GU0ENV5,2024-02-05,527.0,19.0,95.0,2,0,61.9,0
3022.0,2.16,14.0,1.0,129.0,1237.0,2233.0,Fitbit,3022.0,0,0,U_74RS7GU0ENV5,2024-02-08,,17.0,78.0,1,0,55.2,0
5278.0,3.77,13.0,,85.0,1244.0,1933.0,Fitbit,5278.0,0,0,U_74RS7GU0ENV5,2024-02-09,521.0,51.0,77.0,2,0,57.4,0
735.0,0.53,7.0,11.0,,1246.0,1927.0,Fitbit,735.0,0,0,U_74RS7GU0ENV5,2024-02-10,361.0,39.0,80.5,2,0,66.1,0
2853.0,2.04,,25.0,127.0,,1717.0,Fitbit,2853.0,0,0,U_74RS7GU0ENV5,2024-02-15,202.0,61.0,81.0,1,0,60.9,0
4260.0,3.04,5.0,,55.0,1395.0,1991.0,Fitbit,4260.0,0,1,U_74RS7GU0ENV5,2024-02-16,,26.0,76.0,1,0,,0
4434.0,3.17,28.0,10.0,,1382.0,2340.0,Fitbit,4434.0,0,0,U_74RS7GU0ENV5,2024-02-19,360.0,4.0,74.0,1,0,57.6,0
4904.0,3.5,37.0,7.0,191.0,1304.0,1895.0,Fitbit,4904.0,0,1,U_74RS7GU0ENV5,2024-02-20,507.0,51.0,85.0,2,0,60.0,0
4568.0,3.26,31.0,25.0,59.0,,1639.0,Fitbit,4568.0,0,0,U_74RS7GU0ENV5,2024-02-21,139.0,77.0,79.0,2,0,54.1,0
1991.0,1.42,9.0,,40.0,1416.0,2172.0,Fitbit,1991.0,0,1,U_74RS7GU0ENV5,2024-02-22,360.0,16.0,80.0,1,0,55.4,0
498.0,0.36,0.0,5.0,8.0,1323.0,1864.0,Fitbit,498.0,0,0,U_74RS7GU0ENV5,2024-02-24,360.0,,91.0,1,0,52.7,0
0.0,0.0,0.0,5.0,208.0,1409.0,1609.0,Fitbit,0.0,0,1,U_74RS7GU0ENV5,2024-02-25,360.0,46.0,85.0,1,0,61.7,0
4221.0,3.02,0.0,,120.0,1372.0,1713.0,Fitbit,4221.0,0,1,U_74RS7GU0ENV5,2024-02-26,360.0,22.0,84.0,1,0,52.6,0
131.0,0.09,0.0,38.0,194.0,,2271.0,Fitbit,131.0,0,0,U_74RS7GU0ENV5,2024-02-27,360.0,26.0,89.0,1,0,48.4,0
0.0,0.0,,29.0,138.0,1431.0,,Fitbit,0.0,0,1,U_74RS7GU0ENV5,2024-02-28,613.0,92.0,88.0,3,0,66.2,0
2037.0,1.46,0.0,29.0,45.0,,2144.0,Fitbit,2037.0,0,0,U_74RS7GU0ENV5,2024-02-29,360.0,38.0,92.0,1,0,55.3,0
4280.0,3.06,3.0,29.0,203.0,,1688.0,Fitbit,4280.0,0,0,U_74RS7GU0ENV5,2024-03-01,359.0,42.0,96.0,1,0,59.0,0
2710.0,1.94,0.0,2.0,147.0,1250.0,2143.0,Fitbit,2710.0,0,0,U_74RS7GU0ENV5,2024-03-02,164.0,14.0,89.0,1,0,54.3,0
1225.0,0.88,16.0,1.0,162.0,1417.0,1634.0,Fitbit,1225.0,0,1,U_74RS7GU0ENV5,2024-03-10,360.0,26.0,81.0,1,0,56.8,0
701.0,0.5,0.0,34.0,113.0,1417.0,1503.0,Fitbit,701.0,0,1,U_74RS7GU0ENV5,2024-03-11,360.0,6.0,88.0,1,1,54.9,0
1613.0,1.15,0.0,,103.0,1354.0,1999.0,Fitbit,1613.0,0,1,U_74RS7GU0ENV5,2024-03-12,501.0,0.0,83.0,2,0,45.0,0
1883.0,1.34,,8.0,57.0,1413.0,1931.0,Fitbit,1883.0,0,1,U_74RS7GU0ENV5,2024-03-14,,36.0,90.0,1,0,49.5,0
4485.0,3.2,30.0,18.0,,1391.0,1730.0,Fitbit,4485.0,0,0,U_74RS7GU0ENV5,2024-03-15,431.0,63.0,77.0,2,0,51.0,0
1584.0,1.13,0.0,37.0,160.0,1358.0,1748.0,Fitbit,1584.0,0,1,U_74RS7GU0ENV5,2024-03-16,177.0,45.0,92.0,1,0,,0
2214.0,1.58,3.0,14.0,190.0,1358.0,2260.0,Fitbit,2214.0,0,1,U_74RS7GU0ENV5,2024-03-19,336.0,44.0,84.0,2,0,53.3,0
834.0,0.6,,32.0,,1292.0,1948.0,Fitbit,834.0,0,0,U_74RS7GU0ENV5,2024-03-20,143.0,21.0,81.0,1,0,51.0,0
3444.0,2.46,0.0,24.0,103.0,1303.0,1993.0,Fitbit,3444.0,0,0,U_74RS7GU0ENV5,2024-03-23,,58.0,90.0,1,0,59.4,0
804.0,0.57,9.0,,209.0,1324.0,2184.0,Fitbit,804.0,0,1,U_74RS7GU0ENV5,2024-03-24,487.0,56.0,87.5,2,1,57.8,0
4183.0,2.99,38.0,17.0,22.0,1351.0,2003.0,Fitbit,4183.0,0,0,U_74RS7GU0ENV5,2024-03-25,554.0,38.0,78.0,2,0,50.7,0
2729.0,,0.0,39.0,103.0,1329.0,1933.0,Fitbit,2729.0,0,1,U_74RS7GU0ENV5,2024-03-26,443.0,104.0,85.0,2,1,50.3,0
5467.0,3.9,,,74.0,1350.0,2037.0,Fitbit,5467.0,0,0,U_74RS7GU0ENV5,2024-03-27,360.0,,90.0,1,0,57.5,0
4338.0,3.1,4.0,7.0,102.0,,2026.0,Fitbit,4338.0,0,0,U_74RS7GU0ENV5,2024-03-28,360.0,35.0,92.0,1,0,50.7,0
3531.0,2.52,35.0,13.0,95.0,1277.0,1312.0,Fitbit,3531.0,0,0,U_74RS7GU0ENV5,2024-04-01,280.0,0.0,82.0,2,0,58.1,0
3077.0,2.2,,,203.0,1409.0,1722.0,Fitbit,3077.0,0,1,U_74RS7GU0ENV5,2024-04-02,360.0,12.0,96.0,1,0,51.2,0
5131.0,3.67,,38.0,169.0,1224.0,1943.0,Fitbit,5131.0,0,0,U_74RS7GU0ENV5,2024-04-03,360.0,50.0,72.0,1,0,54.0,0
1845.0,1.32,1.0,7.0,160.0,1383.0,1992.0,Fitbit,1845.0,0,1,U_74RS7GU0ENV5,2024-04-06,326.0,82.0,93.0,2,0,54.2,0
3607.0,2.58,4.0,18.0,3.0,1334.0,2058.0,Fitbit,3607.0,0,0,U_74RS7GU0ENV5,2024-04-08,296.0,,87.0,1,0,57.3,0
5257.0,3.75,10.0,24.0,134.0,1251.0,2063.0,Fitbit,5257.0,0,0,U_74RS7GU0ENV5,2024-04-09,166.0,27.0,76.0,1,0,49.4,0
2381.0,1.7,0.0,15.0,191.0,1299.0,2341.0,Fitbit,2381.0,0,1,U_74RS7GU0ENV5,2024-04-10,360.0,18.0,85.0,1,1,55.5,0
1264.0,0.9,5.0,10.0,195.0,1344.0,1788.0,Fitbit,1264.0,0,1,U_74RS7GU0ENV5,2024-04-13,443.0,39.0,80.5,2,1,,0
232.0,0.17,0.0,38.0,116.0,1296.0,1699.0,Fitbit,232.0,0,1,U_74RS7GU0ENV5,2024-04-14,360.0,,89.0,1,0,53.3,0
3831.0,2.74,6.0,20.0,159.0,1231.0,2147.0,Fitbit,3831.0,0,0,U_74RS7GU0ENV5,2024-04-15,360.0,0.0,84.0,1,0,53.9,0
3193.0,,,36.0,102.0,1348.0,1907.0,Fitbit,3193.0,0,1,U_74RS7GU0ENV5,2024-04-16,360.0,17.0,80.0,1,0,56.4,0
5545.0,3.96,27.0,22.0,78.0,1352.0,1987.0,Fitbit,5545.0,0,1,U_74RS7GU0ENV5,2024-04-17,360.0,9.0,83.0,1,0,56.1,0
3270.0,2.34,30.0,24.0,,,1820.0,Fitbit,3270.0,0,0,U_74RS7GU0ENV5,2024-04-18,360.0,16.0,82.0,1,0,47.7,0
2116.0,1.51,16.0,6.0,,1330.0,2161.0,Fitbit,2116.0,0,0,U_74RS7GU0ENV5,2024-04-20,360.0,,78.0,1,0,51.7,0
2783.0,1.99,18.0,11.0,66.0,1252.0,1857.0,Fitbit,2783.0,0,0,U_74RS7GU0ENV5,2024-04-22,185.0,27.0,,1,0,55.1,0
2044.0,1.46,0.0,7.0,,1405.0,1746.0,Fitbit,2044.0,0,0,U_74RS7GU0ENV5,2024-04-23,183.0,39.0,79.0,1,0,49.3,0
2269.0,1.62,0.0,26.0,,1423.0,2141.0,Fitbit,2269.0,0,1,U_74RS7GU0ENV5,2024-04-24,390.0,27.0,90.5,2,1,55.5,0
2844.0,,4.0,13.0,108.0,,2373.0,Fitbit,2844.0,0,0,U_74RS7GU0ENV5,2024-04-26,519.0,37.0,88.0,2,1,49.5,0
1620.0,1.16,,29.0,150.0,1316.0,1481.0,Fitbit,1620.0,0,1,U_74RS7GU0ENV5,2024-04-27,148.0,26.0,79.0,1,0,64.5,0
2499.0,1.78,0.0,38.0,178.0,1264.0,2033.0,Fitbit,2499.0,0,1,U_74RS7GU0ENV5,2024-04-28,,22.0,91.0,1,0,50.5,0
3084.0,2.2,25.0,17.0,203.0,1321.0,2090.0,Fitbit,3084.0,0,1,U_74RS7GU0ENV5,2024-04-29,628.0,37.0,93.5,2,1,49.6,0
2380.0,1.7,7.0,2.0,189.0,1406.0,1875.0,Fitbit,2380.0,0,1,U_74RS7GU0ENV5,2024-04-30,360.0,79.0,87.0,1,0,55.4,0
3766.0,2.69,,18.0,166.0,1371.0,1529.0,Fitbit,3766.0,0,1,U_74RS7GU0ENV5,2024-05-01,360.0,3.0,78.0,1,0,55.5,0
2761.0,1.97,0.0,24.0,,1287.0,2197.0,Fitbit,2761.0,0,0,U_74RS7GU0ENV5,2024-05-02,394.0,90.0,81.0,2,0,53.7,0
,0.91,0.0,18.0,183.0,1401.0,1896.0,Fitbit,,0,1,U_74RS7GU0ENV5,2024-05-03,544.0,79.0,83.0,3,1,53.8,0
1469.0,1.05,14.0,15.0,8.0,1412.0,2097.0,Fitbit,1469.0,0,1,U_74RS7GU0ENV5,2024-05-05,360.0,59.0,94.0,1,0,50.9,0
845.0,0.6,22.0,,,1337.0,1780.0,Fitbit,845.0,0,0,U_74RS7GU0ENV5,2024-05-07,360.0,34.0,80.0,1,0,50.7,0
3597.0,2.57,21.0,4.0,90.0,1403.0,2290.0,Fitbit,3597.0,0,1,U_74RS7GU0ENV5,2024-05-08,360.0,40.0,78.0,1,0,54.2,0
2276.0,1.63,0.0,4.0,63.0,1386.0,,Fitbit,2276.0,0,1,U_74RS7GU0ENV5,2024-05-10,214.0,49.0,81.0,1,0,51.8,0
1710.0,1.22,0.0,18.0,92.0,1264.0,1942.0,Fitbit,1710.0,0,0,U_74RS7GU0ENV5,2024-05-11,687.0,50.0,84.0,3,1,62.1,0
1420.0,1.01,0.0,14.0,214.0,1351.0,1836.0,Fitbit,1420.0,0,1,U_74RS7GU0ENV5,2024-05-13,529.0,6.0,84.5,2,0,59.3,0
2108.0,1.51,11.0,,,,1677.0,Fitbit,2108.0,0,0,U_74RS7GU0ENV5,2024-05-15,360.0,23.0,90.0,1,0,58.0,0
2557.0,1.83,0.0,35.0,,,1814.0,Fitbit,2557.0,0,0,U_74RS7GU0ENV5,2024-05-16,402.0,55.0,74.5,2,1,54.6,0
5665.0,4.05,14.0,,44.0,1395.0,2337.0,Fitbit,5665.0,0,1,U_74RS7GU0ENV5,2024-05-17,360.0,33.0,82.0,1,0,,0
0.0,0.0,5.0,26.0,3.0,1380.0,1235.0,Fitbit,0.0,0,0,U_74RS7GU0ENV5,2024-05-18,223.0,33.0,86.0,1,0,57.8,0
2751.0,1.97,13.0,33.0,108.0,,1744.0,Fitbit,2751.0,0,0,U_74RS7GU0ENV5,2024-05-19,360.0,26.0,83.0,1,0,,0
4539.0,3.24,20.0,40.0,190.0,1382.0,2039.0,Fitbit,4539.0,0,1,U_74RS7GU0ENV5,2024-05-20,360.0,32.0,90.0,1,0,54.9,0
2592.0,1.85,19.0,37.0,109.0,1387.0,1943.0,Fitbit,2592.0,0,1,U_74RS7GU0ENV5,2024-05-21,264.0,56.0,,1,0,52.4,0
3304.0,2.36,7.0,33.0,112.0,1295.0,2504.0,Fitbit,3304.0,0,1,U_74RS7GU0ENV5,2024-05-22,256.0,,77.0,2,0,59.7,0
1020.0,0.73,,27.0,177.0,1320.0,1947.0,Fitbit,1020.0,0,1,U_74RS7GU0ENV5,2024-05-23,285.0,38.0,75.0,1,0,54.9,0
3110.0,2.22,14.0,34.0,161.0,1292.0,2300.0,Fitbit,3110.0,0,1,U_74RS7GU0ENV5,2024-05-24,242.0,30.0,82.0,1,0,55.8,0
972.0,0.69,0.0,39.0,120.0,1348.0,1628.0,Fitbit,972.0,0,1,U_74RS7GU0ENV5,2024-05-25,292.0,85.0,83.5,2,0,62.1,0
4354.0,3.11,21.0,19.0,,1361.0,1904.0,Fitbit,4354.0,0,0,U_74RS7GU0ENV5,2024-05-27,360.0,59.0,89.0,1,0,53.45,0
3552.0,2.54,5.0,3.0,191.0,1289.0,1787.0,Fitbit,3552.0,0,1,U_74RS7GU0ENV5,2024-05-29,214.0,79.0,82.5,2,0,58.2,0
2368.0,1.69,20.0,33.0,124.0,1291.0,2597.0,Fitbit,2368.0,0,1,U_74RS7GU0ENV5,2024-06-01,360.0,6.0,84.0,1,0,59.7,0
1874.0,1.34,5.0,,107.0,1305.0,1811.0,Fitbit,1874.0,0,0,U_74RS7GU0ENV5,2024-06-02,,,86.0,1,0,54.0,0
2360.0,1.69,2.0,33.0,124.0,,2045.0,Fitbit,2360.0,0,0,U_74RS7GU0ENV5,2024-06-03,283.0,15.0,,1,0,55.3,0
2271.0,1.62,0.0,16.0,82.0,1342.0,1967.0,Fitbit,2271.0,0,0,U_74RS7GU0ENV5,2024-06-04,246.0,36.0,81.0,1,0,45.0,0
4560.0,3.26,12.0,12.0,28.0,,2215.0,Fitbit,4560.0,0,0,U_74RS7GU0ENV5,2024-06-07,164.0,23.0,,1,0,61.0,0
91.0,0.07,0.0,15.0,179.0,1437.0,2215.0,Fitbit,91.0,0,1,U_74RS7GU0ENV5,2024-06-08,353.0,0.0,87.0,1,0,,0
1840.0,1.31,24.0,,124.0,1371.0,1831.0,Fitbit,1840.0,0,1,U_74RS7GU0ENV5,2024-06-09,360.0,25.0,80.0,1,0,55.4,0
3977.0,2.84,15.0,6.0,218.0,1235.0,2187.0,Fitbit,3977.0,0,1,U_74RS7GU0ENV5,2024-06-10,360.0,29.0,85.0,1,0,62.4,0
2540.0,1.81,0.0,27.0,196.0,,1452.0,Fitbit,2540.0,0,0,U_74RS7GU0ENV5,2024-06-12,133.0,19.0,73.0,1,0,49.6,0
2585.0,1.85,3.0,24.0,,1347.0,2264.0,Fitbit,2585.0,0,0,U_74RS7GU0ENV5,2024-06-13,146.0,34.0,81.0,1,0,54.8,0
2940.0,2.1,15.0,30.0,,1304.0,,Fitbit,2940.0,0,0,U_74RS7GU0ENV5,2024-06-14,360.0,,77.0,1,0,50.5,0
1663.0,1.19,0.0,0.0,165.0,1324.0,2144.0,Fitbit,1663.0,0,1,U_74RS7GU0ENV5,2024-06-17,360.0,37.0,71.0,1,0,62.8,0
2449.0,1.75,0.0,32.0,,1258.0,1695.0,Fitbit,2449.0,0,0,U_74RS7GU0ENV5,2024-06-18,509.0,21.0,90.0,2,1,57.099999999999994,0
1327.0,0.95,0.0,17.0,,1293.0,1601.0,Fitbit,1327.0,0,0,U_74RS7GU0ENV5,2024-06-20,215.0,19.0,97.0,1,0,57.3,0
3373.0,2.41,8.0,0.0,37.0,1274.0,1871.0,Fitbit,3373.0,0,0,U_74RS7GU0ENV5,2024-06-21,360.0,74.0,83.0,1,0,58.3,0
0.0,,0.0,30.0,62.0,1360.0,1813.0,Fitbit,0.0,0,1,U_74RS7GU0ENV5,2024-06-23,360.0,16.0,75.0,1,0,54.9,0
3766.0,,16.0,26.0,,1248.0,1892.0,Fitbit,3766.0,0,0,U_74RS7GU0ENV5,2024-06-24,192.0,87.0,81.0,2,0,65.0,0
1779.0,1.27,0.0,35.0,95.0,1302.0,1917.0,Fitbit,1779.0,0,0,U_74RS7GU0ENV5,2024-06-26,312.0,13.0,92.0,1,0,54.35,0
3059.0,2.19,0.0,9.0,,1297.0,1570.0,Fitbit,3059.0,0,0,U_74RS7GU0ENV5,2024-06-28,332.0,26.0,87.5,2,1,51.3,0
824.0,0.59,0.0,19.0,84.0,,1945.0,Fitbit,824.0,0,0,U_74RS7GU0ENV5,2024-06-29,188.0,32.0,,1,0,56.2,0
2221.0,1.59,12.0,16.0,102.0,1354.0,1808.0,Fitbit,2221.0,0,1,U_74RS7GU0ENV5,2024-07-02,289.0,46.0,92.0,1,0,55.1,0
4276.0,,30.0,2.0,109.0,1387.0,2106.0,Fitbit,4276.0,0,1,U_74RS7GU0ENV5,2024-07-03,360.0,,,1,0,56.2,0
4736.0,3.38,26.0,28.0,34.0,1250.0,1984.0,Fitbit,4736.0,0,0,U_74RS7GU0ENV5,2024-07-04,165.0,59.0,87.0,2,0,60.2,0
2946.0,2.1,6.0,2.0,85.0,,2197.0,Fitbit,2946.0,0,0,U_74RS7GU0ENV5,2024-07-05,360.0,64.0,83.0,1,0,56.0,0
2339.0,1.67,0.0,21.0,129.0,1292.0,1951.0,Fitbit,2339.0,0,1,U_74RS7GU0ENV5,2024-07-06,360.0,34.0,85.0,1,0,45.7,0
