Id,ActivityDate,TotalSteps,TrackerDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,source
U_C2IHOY7DV7C9,02/04/2024,5179,3.7,32,,143,1213,2595.0,Fitbit
U_C2IHOY7DV7C9,2024-02-05,8598,6.14,58,32,189,1239,2325.0,Fitbit
U_C2IHOY7DV7C9,02/06/2024,5664,4.05,39,17,120,1271,1913.0,Fitbit
U_C2IHOY7DV7C9,07-Feb-2024,8804,6.29,59,6,28,1361,2154.0,Fitbit
U_C2IHOY7DV7C9,2024-02-08,,,89,,21,1304,1993.0,Fitbit
U_C2IHOY7DV7C9,09-Feb-2024,9228,6.59,53,,125,1235,2569.0,Fitbit
U_C2IHOY7DV7C9,2024-02-10,6325,4.52,36,38,,1355,2267.0,Fitbit
U_C2IHOY7DV7C9,11-Feb-2024,6282,4.49,44,5,210,1311,1548.0,Fitbit
U_C2IHOY7DV7C9,12-Feb-2024,8274,5.91,30,,44,1313,1575.0,Fitbit
U_C2IHOY7DV7C9,02/13/2024,8615,6.15,45,29,45,1256,2641.0,Fitbit
U_C2IHOY7DV7C9,14-Feb-2024,8307,5.93,48,,65,1207,1765.0,Fitbit
U_C2IHOY7DV7C9,15-Feb-2024,7625,5.45,,40,192,1324,2345.0,Fitbit
U_C2IHOY7DV7C9,2024/02/16 00:00,7443,5.32,44,5,126,1310,2359.0,Fitbit
U_C2IHOY7DV7C9,17-Feb-2024,5074,3.62,37,13,150,1328,2473.0,Fitbit
U_C2IHOY7DV7C9,2024-02-18,9957,7.11,49,35,66,,1847.0,Fitbit
U_C2IHOY7DV7C9,2024/02/20 00:00,7392,5.28,27,18,136,1374,2371.0,Fitbit
U_C2IHOY7DV7C9,21-Feb-2024,6859,4.9,54,31,106,1249,1956.0,Fitbit
U_C2IHOY7DV7C9,2024/02/22 00:00,9109,6.51,48,39,,1309,1964.0,Fitbit
U_C2IHOY7DV7C9,23-Feb-2024,8702,6.22,44,3,,,2011.0,Fitbit
U_C2IHOY7DV7C9,02/24/2024,7530,,37,12,179,1226,2365.0,Fitbit
U_C2IHOY7DV7C9,25-Feb-2024,7127,5.09,20,30,33,1373,1982.0,Fitbit
U_C2IHOY7DV7C9,26-Feb-2024,7506,5.36,37,34,168,1250,2617.0,Fitbit
U_C2IHOY7DV7C9,27-Feb-2024,11083,7.92,87,18,220,1209,2257.0,Fitbit
U_C2IHOY7DV7C9,02/28/2024,7359,5.26,48,25,60,1369,2773.0,Fitbit
U_C2IHOY7DV7C9,2024/02/29 00:00,8477,6.05,28,1,,1297,2449.0,Fitbit
U_C2IHOY7DV7C9,01-Mar-2024,8319,5.94,58,25,5,1244,1845.0,Fitbit
U_C2IHOY7DV7C9,02-Mar-2024,7144,5.1,45,28,,1349,2064.0,Fitbit
U_C2IHOY7DV7C9,03/03/2024,7702,5.5,47,17,,1355,2365.0,Fitbit
U_C2IHOY7DV7C9,2024-03-04,9669,6.91,45,33,154,1273,2603.0,Fitbit
U_C2IHOY7DV7C9,03/05/2024,8996,6.43,45,21,54,1356,2008.0,Fitbit
U_C2IHOY7DV7C9,03/06/2024,6771,4.84,58,,171,1268,1772.0,Fitbit
U_C2IHOY7DV7C9,2024-03-07,7313,5.22,27,15,172,,2214.0,Fitbit
U_C2IHOY7DV7C9,2024/03/08 00:00,10547,7.53,82,34,144,1180,2583.0,Fitbit
U_C2IHOY7DV7C9,2024/03/09 00:00,8509,6.08,54,19,169,,2242.0,Fitbit
U_C2IHOY7DV7C9,03/10/2024,7270,5.19,41,26,11,,1958.0,Fitbit
U_C2IHOY7DV7C9,11-Mar-2024,9049,6.46,59,30,109,1260,,Fitbit
U_C2IHOY7DV7C9,2024-03-12,8887,6.35,29,37,3,1379,2363.0,Fitbit
U_C2IHOY7DV7C9,13-Mar-2024,11732,8.38,79,,112,1261,2278.0,Fitbit
U_C2IHOY7DV7C9,03/14/2024,6886,4.92,17,31,35,1378,2071.0,Fitbit
U_C2IHOY7DV7C9,2024-03-15,8254,,69,9,14,1314,2260.0,Fitbit
U_C2IHOY7DV7C9,03/16/2024,6657,4.75,,36,69,1395,1883.0,Fitbit
U_C2IHOY7DV7C9,2024/03/17 00:00,9167,6.55,54,33,122,1229,1807.0,Fitbit
U_C2IHOY7DV7C9,2024-03-18,9918,7.08,53,,213,1343,2219.0,Fitbit
U_C2IHOY7DV7C9,19-Mar-2024,8034,5.74,,29,12,,2260.0,Fitbit
U_C2IHOY7DV7C9,2024/03/20 00:00,9876,7.05,77,26,48,1329,2029.0,Fitbit
U_C2IHOY7DV7C9,2024-03-21,5474,3.91,22,9,167,1384,2425.0,Fitbit
U_C2IHOY7DV7C9,2024-03-23,7276,5.2,48,15,73,1287,2580.0,Fitbit
U_C2IHOY7DV7C9,2024-03-24,8007,5.72,21,4,34,1226,2062.0,Fitbit
U_C2IHOY7DV7C9,2024/03/25 00:00,8265,5.9,56,6,195,1295,1982.0,Fitbit
U_C2IHOY7DV7C9,03/26/2024,9829,7.02,73,33,203,,2442.0,Fitbit
,2024-03-27,9334,6.67,79,,66,1315,2746.0,Fitbit
U_C2IHOY7DV7C9,2024-03-28,9178,6.56,38,5,32,1272,2400.0,Fitbit
U_C2IHOY7DV7C9,03/29/2024,10934,7.81,73,19,3,1330,1948.0,Fitbit
U_C2IHOY7DV7C9,03/30/2024,4787,3.42,,14,33,1376,,Fitbit
U_C2IHOY7DV7C9,03/31/2024,9370,6.69,73,23,92,1198,2206.0,Fitbit
U_C2IHOY7DV7C9,2024/04/08 00:00,8845,6.32,69,1,,1196,2276.0,Fitbit
U_C2IHOY7DV7C9,09-Apr-2024,11303,8.07,89,13,140,1236,,Fitbit
U_C2IHOY7DV7C9,10-Apr-2024,10021,7.16,44,26,75,1290,2188.0,Fitbit
U_C2IHOY7DV7C9,2024/04/11 00:00,9249,6.61,66,20,183,1301,2656.0,Fitbit
U_C2IHOY7DV7C9,04/12/2024,6431,4.59,54,20,87,1292,2253.0,Fitbit
U_C2IHOY7DV7C9,04/13/2024,6722,,57,29,140,1311,2242.0,Fitbit
U_C2IHOY7DV7C9,14-Apr-2024,6916,4.94,28,0,131,1339,2295.0,Fitbit
U_C2IHOY7DV7C9,15-Apr-2024,7092,5.07,,21,,1355,2017.0,Fitbit
U_C2IHOY7DV7C9,2024/04/16 00:00,10441,7.46,75,29,178,1228,2506.0,Fitbit
U_C2IHOY7DV7C9,04/17/2024,12111,8.65,75,31,139,1227,1620.0,Fitbit
U_C2IHOY7DV7C9,18-Apr-2024,6964,4.97,20,29,89,1278,1961.0,Fitbit
U_C2IHOY7DV7C9,19-Apr-2024,9268,6.62,91,20,135,1299,2491.0,Fitbit
U_C2IHOY7DV7C9,2024-04-20,,3.77,2,13,91,,2155.0,Fitbit
U_C2IHOY7DV7C9,2024-04-21,4749,3.39,,1,16,1252,1442.0,Fitbit
U_C2IHOY7DV7C9,04/22/2024,8592,6.14,,15,100,1208,2592.0,Fitbit
,23-Apr-2024,9140,6.53,60,8,,1247,1651.0,Fitbit
U_C2IHOY7DV7C9,24-Apr-2024,9151,6.54,64,15,6,1366,1913.0,Fitbit
U_C2IHOY7DV7C9,25-Apr-2024,10545,7.53,41,30,165,1266,2330.0,Fitbit
U_C2IHOY7DV7C9,26-Apr-2024,9599,6.86,57,27,80,1192,2712.0,Fitbit
U_C2IHOY7DV7C9,27-Apr-2024,6019,4.3,35,0,21,1360,2095.0,Fitbit
U_C2IHOY7DV7C9,28-Apr-2024,5297,,20,,31,1377,,Fitbit
,29-Apr-2024,11078,7.91,93,,190,1170,2108.0,Fitbit
U_C2IHOY7DV7C9,30-Apr-2024,7716,5.51,47,27,120,1261,1834.0,Fitbit
,2024/05/01 00:00,9504,6.79,,10,2,1220,2275.0,Fitbit
,2024/05/02 00:00,11562,8.26,62,31,148,1257,2584.0,Fitbit
U_C2IHOY7DV7C9,2024-05-04,5051,3.61,60,37,,1218,1920.0,Fitbit
U_C2IHOY7DV7C9,05/05/2024,6477,4.63,26,35,114,1230,2089.0,Fitbit
U_C2IHOY7DV7C9,2024/05/06 00:00,10293,7.35,62,28,,1289,2367.0,Fitbit
U_C2IHOY7DV7C9,2024-05-07,9209,6.58,78,8,212,1245,2406.0,Fitbit
,2024/05/08 00:00,7704,5.5,54,27,161,1243,2285.0,Fitbit
U_C2IHOY7DV7C9,2024-05-09,8956,6.4,56,30,36,1237,2114.0,Fitbit
U_C2IHOY7DV7C9,2024/05/10 00:00,7373,5.27,60,0,23,1243,2435.0,Fitbit
U_C2IHOY7DV7C9,11-May-2024,,4.55,29,23,217,1260,1707.0,Fitbit
U_C2IHOY7DV7C9,2024/05/12 00:00,4935,3.52,,,139,1371,2004.0,Fitbit
U_C2IHOY7DV7C9,2024/05/13 00:00,6608,4.72,25,5,,1319,2173.0,Fitbit
U_C2IHOY7DV7C9,05/14/2024,7414,5.3,51,20,193,,1806.0,Fitbit
,2024-05-16,7165,,49,17,176,1265,2141.0,Fitbit
U_C2IHOY7DV7C9,05/17/2024,7611,5.44,45,22,61,1262,1984.0,Fitbit
,05/18/2024,6042,,43,33,18,1329,1809.0,Fitbit
U_C2IHOY7DV7C9,2024/05/19 00:00,6627,4.73,24,4,188,1348,1932.0,Fitbit
U_C2IHOY7DV7C9,2024-05-20,6543,4.67,8,39,33,1337,2120.0,Fitbit
,2024/05/21 00:00,6434,,22,11,195,1306,1754.0,Fitbit
U_C2IHOY7DV7C9,2024/05/22 00:00,4981,3.56,32,1,42,,1861.0,Fitbit
U_C2IHOY7DV7C9,05/23/2024,7664,5.47,46,25,55,1204,1701.0,Fitbit
U_C2IHOY7DV7C9,05/24/2024,10251,7.32,76,25,117,1286,2414.0,Fitbit
U_C2IHOY7DV7C9,25-May-2024,6711,4.79,46,2,63,1283,1773.0,Fitbit
U_C2IHOY7DV7C9,05/26/2024,4661,3.33,12,13,167,,1900.0,Fitbit
U_C2IHOY7DV7C9,2024/05/27 00:00,9925,7.09,79,34,,1241,1881.0,Fitbit
U_C2IHOY7DV7C9,2024-05-28,11482,8.2,60,8,,1205,2040.0,Fitbit
U_C2IHOY7DV7C9,29-May-2024,9101,6.5,75,10,50,1191,2569.0,Fitbit
U_C2IHOY7DV7C9,2024/05/30 00:00,7698,5.5,53,1,84,1199,2470.0,Fitbit
U_C2IHOY7DV7C9,2024-05-31,10151,7.25,,8,110,,2014.0,Fitbit
U_C2IHOY7DV7C9,06/01/2024,6456,4.61,23,40,134,,1626.0,Fitbit
U_C2IHOY7DV7C9,2024-06-02,3809,2.72,13,38,200,1283,2013.0,Fitbit
U_C2IHOY7DV7C9,2024-06-03,9504,6.79,48,24,92,1239,2356.0,Fitbit
U_C2IHOY7DV7C9,2024-06-04,7971,5.69,43,23,64,1311,1947.0,Fitbit
U_C2IHOY7DV7C9,2024/06/05 00:00,8089,5.78,31,0,48,1307,2208.0,Fitbit
U_C2IHOY7DV7C9,06/06/2024,10301,7.36,78,30,20,1270,1957.0,Fitbit
U_C2IHOY7DV7C9,06/07/2024,8336,5.95,,16,141,1327,2309.0,Fitbit
U_C2IHOY7DV7C9,08-Jun-2024,3338,2.38,,37,179,1407,1980.0,Fitbit
U_C2IHOY7DV7C9,2024-06-09,8455,6.04,42,23,137,1197,,Fitbit
U_C2IHOY7DV7C9,06/10/2024,10231,7.31,75,40,187,1245,2300.0,Fitbit
U_C2IHOY7DV7C9,2024-06-11,10632,7.59,98,1,61,1244,2115.0,Fitbit
,12-Jun-2024,10241,7.32,69,13,158,1241,2218.0,Fitbit
U_C2IHOY7DV7C9,14-Jun-2024,9901,,52,14,166,1250,2276.0,Fitbit
U_C2IHOY7DV7C9,2024-06-15,5937,4.24,15,26,29,1299,2146.0,Fitbit
U_C2IHOY7DV7C9,06/16/2024,7459,,67,29,21,1324,2375.0,Fitbit
U_C2IHOY7DV7C9,2024/06/17 00:00,11049,,,20,203,1293,2254.0,Fitbit
U_C2IHOY7DV7C9,2024/06/18 00:00,10008,7.15,81,20,,1212,2299.0,Fitbit
U_C2IHOY7DV7C9,19-Jun-2024,10848,7.75,,29,165,1285,1666.0,Fitbit
U_C2IHOY7DV7C9,20-Jun-2024,10416,7.44,73,11,42,1222,2688.0,Fitbit
U_C2IHOY7DV7C9,21-Jun-2024,9452,6.75,49,9,216,1333,2295.0,Fitbit
U_C2IHOY7DV7C9,2024/06/22 00:00,5274,3.77,32,2,,1266,2593.0,Fitbit
U_C2IHOY7DV7C9,23-Jun-2024,6876,4.91,24,25,121,1280,2023.0,Fitbit
U_C2IHOY7DV7C9,06/24/2024,7754,5.54,54,27,61,1234,1956.0,Fitbit
U_C2IHOY7DV7C9,2024-06-25,7400,5.29,31,,,1311,2134.0,Fitbit
U_C2IHOY7DV7C9,2024/06/26 00:00,9099,6.5,,38,,1351,1951.0,Fitbit
U_C2IHOY7DV7C9,2024-06-27,9986,7.13,55,,168,1293,1998.0,Fitbit
U_C2IHOY7DV7C9,28-Jun-2024,9662,6.9,64,14,185,1212,2626.0,Fitbit
U_C2IHOY7DV7C9,06/29/2024,6881,4.92,22,27,52,1374,2372.0,Fitbit
U_C2IHOY7DV7C9,30-Jun-2024,5956,4.25,49,21,180,1276,2431.0,Fitbit
U_C2IHOY7DV7C9,2024/07/01 00:00,6548,,56,6,72,1213,1717.0,Fitbit
U_C2IHOY7DV7C9,2024/07/02 00:00,9334,6.67,63,38,179,1245,2033.0,Fitbit
U_C2IHOY7DV7C9,2024/07/03 00:00,,4.64,30,6,220,,2327.0,Fitbit
,04-Jul-2024,7382,5.27,,10,,1316,2129.0,Fitbit
U_C2IHOY7DV7C9,05-Jul-2024,6092,4.35,43,21,24,1283,2181.0,Fitbit
U_C2IHOY7DV7C9,07/06/2024,5853,4.18,60,36,153,1317,2296.0,Fitbit
U_C2IHOY7DV7C9,07/07/2024,6578,4.7,19,17,65,,1859.0,Fitbit
U_C2IHOY7DV7C9,2024/07/09 00:00,8483,6.06,57,34,70,1328,2108.0,Fitbit
U_C2IHOY7DV7C9,11-Jul-2024,9376,6.7,58,37,150,,1944.0,Fitbit
U_C2IHOY7DV7C9,12-Jul-2024,5575,3.98,10,10,98,1334,2439.0,Fitbit
U_C2IHOY7DV7C9,2024/07/14 00:00,9390,6.71,65,5,92,1337,2032.0,Fitbit
U_C2IHOY7DV7C9,2024/07/15 00:00,7647,5.46,49,7,141,1273,2195.0,Fitbit
U_C2IHOY7DV7C9,07/16/2024,9333,6.67,35,11,125,1236,2135.0,Fitbit
,17-Jul-2024,8518,,44,14,87,1223,2412.0,Fitbit
U_C2IHOY7DV7C9,18-Jul-2024,7920,5.66,55,13,143,1309,2058.0,Fitbit
U_C2IHOY7DV7C9,2024/07/19 00:00,8029,5.74,43,15,191,1368,1923.0,Fitbit
U_C2IHOY7DV7C9,2024-07-20,7875,5.62,38,,30,1305,2051.0,Fitbit
U_C2IHOY7DV7C9,21-Jul-2024,5323,3.8,33,,156,1334,2408.0,Fitbit
U_C2IHOY7DV7C9,2024/07/22 00:00,10422,7.44,73,3,,1175,2037.0,Fitbit
U_C2IHOY7DV7C9,23-Jul-2024,9203,6.57,58,0,104,,2146.0,Fitbit
,24-Jul-2024,9769,6.98,76,33,,,1731.0,Fitbit
U_C2IHOY7DV7C9,07/25/2024,9407,6.72,53,30,194,1215,2379.0,Fitbit
,26-Jul-2024,9615,6.87,,39,92,1232,1921.0,Fitbit
U_C2IHOY7DV7C9,2024/07/27 00:00,6212,4.44,41,35,197,1310,1560.0,Fitbit
U_C2IHOY7DV7C9,2024/07/28 00:00,7121,5.09,42,37,,1214,1990.0,Fitbit
U_C2IHOY7DV7C9,07/29/2024,8431,6.02,52,25,194,1237,2015.0,Fitbit
U_C2IHOY7DV7C9,2024-07-30,12417,8.87,83,34,208,1209,2133.0,Fitbit
U_C2IHOY7DV7C9,2024/07/31 00:00,,,47,18,148,1314,1648.0,Fitbit
U_C2IHOY7DV7C9,01-Aug-2024,9470,6.76,66,26,100,1317,2168.0,Fitbit
U_C2IHOY7DV7C9,02-Aug-2024,8027,5.73,37,12,165,1346,2008.0,Fitbit
,04-Aug-2024,5309,3.79,17,11,204,1250,1957.0,Fitbit
U_C2IHOY7DV7C9,2024/08/05 00:00,8081,5.77,58,31,9,1332,,Fitbit
U_C2IHOY7DV7C9,2024/08/06 00:00,8494,6.07,81,9,69,1185,2048.0,Fitbit
U_C2IHOY7DV7C9,07-Aug-2024,11265,8.05,77,10,,1328,2443.0,Fitbit
U_C2IHOY7DV7C9,08/08/2024,6841,4.89,46,24,,1349,1860.0,Fitbit
U_C2IHOY7DV7C9,2024/08/09 00:00,9962,7.12,61,40,156,1342,2186.0,Fitbit
U_C2IHOY7DV7C9,08/11/2024,3280,2.34,12,5,,1249,2373.0,Fitbit
U_C2IHOY7DV7C9,12-Aug-2024,9024,,72,,68,1322,1814.0,Fitbit
U_C2IHOY7DV7C9,2024-08-13,7611,5.44,58,20,76,1192,2253.0,Fitbit
U_C2IHOY7DV7C9,2024-08-14,9801,7.0,58,31,,1339,2293.0,Fitbit
U_C2IHOY7DV7C9,08/15/2024,7774,5.55,,35,64,,2279.0,Fitbit
U_C2IHOY7DV7C9,2024/08/16 00:00,9952,7.11,58,21,148,1181,2349.0,Fitbit
U_C2IHOY7DV7C9,17-Aug-2024,5797,,17,9,128,1298,2173.0,Fitbit
U_C2IHOY7DV7C9,18-Aug-2024,5441,3.89,37,7,171,1214,1805.0,Fitbit
U_C2IHOY7DV7C9,08/19/2024,7425,5.3,39,19,210,1225,1870.0,Fitbit
U_C2IHOY7DV7C9,20-Aug-2024,8719,6.23,46,38,183,1237,2352.0,Fitbit
U_C2IHOY7DV7C9,21-Aug-2024,9007,6.43,81,11,157,1198,1928.0,Fitbit
U_C2IHOY7DV7C9,2024/08/22 00:00,9870,7.05,67,32,186,1257,2096.0,Fitbit
U_C2IHOY7DV7C9,23-Aug-2024,6647,4.75,30,26,11,1230,2041.0,Fitbit
U_C2IHOY7DV7C9,24-Aug-2024,7623,5.45,48,10,84,1339,2195.0,Fitbit
U_C2IHOY7DV7C9,2024/08/25 00:00,9129,6.52,42,20,,1361,2496.0,Fitbit
U_C2IHOY7DV7C9,08/26/2024,10877,7.77,89,,78,1323,2426.0,Fitbit
U_C2IHOY7DV7C9,27-Aug-2024,10882,7.77,71,38,123,1276,2595.0,Fitbit
U_C2IHOY7DV7C9,08/28/2024,8315,5.94,48,38,,1351,1936.0,Fitbit
U_C2IHOY7DV7C9,08/29/2024,8078,5.77,23,8,197,,1916.0,Fitbit
U_C2IHOY7DV7C9,30-Aug-2024,9217,6.58,65,22,201,1209,2027.0,Fitbit
U_C2IHOY7DV7C9,08/31/2024,6815,4.87,,31,117,1230,1820.0,Fitbit
U_C2IHOY7DV7C9,01-Sep-2024,7885,5.63,72,28,44,1307,1706.0,Fitbit
,2024/09/02 00:00,4973,3.55,49,4,124,1243,1880.0,Fitbit
U_C2IHOY7DV7C9,2024-09-03,7963,5.69,46,12,176,1326,2592.0,Fitbit
U_C2IHOY7DV7C9,04-Sep-2024,10653,,81,12,22,1187,,Fitbit
U_C2IHOY7DV7C9,2024-09-05,10955,7.83,65,26,111,1185,2395.0,Fitbit
U_C2IHOY7DV7C9,2024-09-06,7216,5.15,74,25,132,1235,2002.0,Fitbit
,07-Sep-2024,10067,7.19,77,30,91,1227,2726.0,Fitbit
,08-Sep-2024,7968,5.69,49,6,18,1217,2303.0,Fitbit
U_C2IHOY7DV7C9,09/09/2024,8949,6.39,38,7,147,1356,2184.0,Fitbit
U_C2IHOY7DV7C9,10-Sep-2024,9265,6.62,79,31,48,,2522.0,Fitbit
U_C2IHOY7DV7C9,2024/09/11 00:00,6167,4.41,16,25,104,1269,1878.0,Fitbit
U_C2IHOY7DV7C9,2024/09/12 00:00,6946,4.96,36,26,176,1313,1822.0,Fitbit
U_C2IHOY7DV7C9,2024-09-13,8215,5.87,53,32,63,1221,2415.0,Fitbit
U_C2IHOY7DV7C9,2024/09/14 00:00,5997,4.28,16,13,77,1275,2210.0,Fitbit
U_C2IHOY7DV7C9,2024/09/15 00:00,7258,,38,10,,1203,,Fitbit
U_C2IHOY7DV7C9,2024/09/16 00:00,8520,6.09,61,8,79,1245,2026.0,Fitbit
,2024-09-17,8977,6.41,44,22,183,1341,2555.0,Fitbit
U_C2IHOY7DV7C9,18-Sep-2024,7443,5.32,53,8,96,1264,1591.0,Fitbit
,09/19/2024,8871,,59,24,170,1230,1878.0,Fitbit
U_C2IHOY7DV7C9,2024/09/20 00:00,6309,4.51,33,1,27,1328,1871.0,Fitbit
U_C2IHOY7DV7C9,2024-09-21,4235,3.02,30,8,215,1356,2386.0,Fitbit
,09/22/2024,6730,4.81,,8,49,1278,1766.0,Fitbit
U_C2IHOY7DV7C9,24-Sep-2024,5415,3.87,32,10,112,1281,2354.0,Fitbit
U_C2IHOY7DV7C9,09/25/2024,8785,,77,8,127,1262,1955.0,Fitbit
U_C2IHOY7DV7C9,2024-09-26,9487,6.78,75,22,94,1306,,Fitbit
U_C2IHOY7DV7C9,09/27/2024,9592,6.85,67,,169,1290,2396.0,Fitbit
U_C2IHOY7DV7C9,2024-09-28,7078,5.06,29,24,10,1205,1916.0,Fitbit
U_C2IHOY7DV7C9,09/29/2024,7422,5.3,60,37,37,1241,2094.0,Fitbit
U_C2IHOY7DV7C9,30-Sep-2024,5622,4.02,49,13,139,1355,1836.0,Fitbit
U_C2IHOY7DV7C9,2024/10/01 00:00,9223,6.59,59,26,47,1189,2409.0,Fitbit
U_C2IHOY7DV7C9,02-Oct-2024,6669,4.76,40,23,103,1326,1974.0,Fitbit
U_C2IHOY7DV7C9,10/03/2024,8894,6.35,46,15,197,1217,,Fitbit
U_C2IHOY7DV7C9,10/04/2024,9415,6.72,78,24,99,1226,2149.0,Fitbit
,2024/10/05 00:00,6498,4.64,58,0,117,1283,1825.0,Fitbit
U_C2IHOY7DV7C9,06-Oct-2024,9920,7.09,67,17,37,1292,2537.0,Fitbit
U_C2IHOY7DV7C9,2024-10-07,9202,6.57,78,32,,1212,2508.0,Fitbit
U_C2IHOY7DV7C9,2024-10-08,9662,6.9,,39,217,1354,2322.0,Fitbit
U_C2IHOY7DV7C9,09-Oct-2024,6792,4.85,20,8,45,1228,1762.0,Fitbit
U_C2IHOY7DV7C9,11-Oct-2024,7361,5.26,64,10,156,1287,1784.0,Fitbit
U_C2IHOY7DV7C9,10/12/2024,7268,5.19,59,21,119,1193,2225.0,Fitbit
U_C2IHOY7DV7C9,10/13/2024,,6.17,77,5,14,1340,2237.0,Fitbit
U_C2IHOY7DV7C9,2024/10/15 00:00,9636,6.88,52,,161,1242,2107.0,Fitbit
U_C2IHOY7DV7C9,16-Oct-2024,8038,5.74,47,40,59,1296,1884.0,Fitbit
U_C2IHOY7DV7C9,2024/10/17 00:00,7703,5.5,47,1,,1248,1956.0,Fitbit
U_C2IHOY7DV7C9,18-Oct-2024,7877,5.63,43,6,89,1214,1810.0,Fitbit
U_C2IHOY7DV7C9,10/19/2024,7337,5.24,54,27,102,1359,1856.0,Fitbit
U_C2IHOY7DV7C9,2024-10-20,7398,5.28,33,6,166,1377,1759.0,Fitbit
U_C2IHOY7DV7C9,2024-10-21,7354,5.25,24,28,58,1281,,Fitbit
U_C2IHOY7DV7C9,2024-10-22,9995,7.14,53,24,112,1285,2097.0,Fitbit
U_C2IHOY7DV7C9,10/23/2024,8844,6.32,41,0,108,1357,2649.0,Fitbit
U_C2IHOY7DV7C9,10/24/2024,11918,8.51,72,20,120,1160,2228.0,Fitbit
,2024/10/25 00:00,5410,3.86,8,33,170,1294,2122.0,Fitbit
U_C2IHOY7DV7C9,26-Oct-2024,4871,3.48,7,2,17,1253,2132.0,Fitbit
U_C2IHOY7DV7C9,2024/10/27 00:00,5490,3.92,,34,197,1255,2309.0,Fitbit
U_C2IHOY7DV7C9,2024/10/28 00:00,8096,5.78,43,1,90,1324,2216.0,Fitbit
U_C2IHOY7DV7C9,2024-10-29,8615,6.15,,29,53,1314,2288.0,Fitbit
U_C2IHOY7DV7C9,30-Oct-2024,9082,6.49,66,14,93,1260,2319.0,Fitbit
U_C2IHOY7DV7C9,2024/10/31 00:00,10171,7.26,46,34,19,1327,2310.0,Fitbit
U_C2IHOY7DV7C9,2024/11/01 00:00,10743,7.67,82,27,8,,2479.0,Fitbit
U_C2IHOY7DV7C9,02-Nov-2024,6707,,41,16,140,1378,2304.0,Fitbit
U_C2IHOY7DV7C9,11/03/2024,7688,5.49,66,19,156,1228,2194.0,Fitbit
U_C2IHOY7DV7C9,04-Nov-2024,8940,6.39,65,25,176,1293,2459.0,Fitbit
U_C2IHOY7DV7C9,2024-11-05,10336,7.38,45,24,108,1208,2013.0,Fitbit
U_C2IHOY7DV7C9,2024/11/06 00:00,7749,5.54,43,33,200,1200,1918.0,Fitbit
U_C2IHOY7DV7C9,2024-11-07,9576,6.84,52,20,209,1197,1805.0,Fitbit
U_C2IHOY7DV7C9,11/08/2024,6481,4.63,14,17,110,1370,1989.0,Fitbit
U_C2IHOY7DV7C9,09-Nov-2024,5507,3.93,23,9,97,1300,1778.0,Fitbit
U_C2IHOY7DV7C9,11/10/2024,6948,,,27,82,1238,1896.0,Fitbit
U_C2IHOY7DV7C9,2024/11/11 00:00,7766,5.55,54,34,,1287,2339.0,Fitbit
U_C2IHOY7DV7C9,2024-11-12,12248,8.75,78,2,186,1293,2624.0,Fitbit
U_C2IHOY7DV7C9,11/13/2024,8322,5.94,18,35,88,1282,2079.0,Fitbit
U_C2IHOY7DV7C9,2024/11/14 00:00,9650,6.89,79,24,170,1191,2550.0,Fitbit
U_C2IHOY7DV7C9,11/15/2024,8004,5.72,51,10,72,1339,,Fitbit
U_C2IHOY7DV7C9,2024-11-16,5919,4.23,28,12,,1335,1742.0,Fitbit
U_C2IHOY7DV7C9,11/17/2024,6652,4.75,29,22,131,1229,2124.0,Fitbit
U_C2IHOY7DV7C9,2024/11/18 00:00,12184,8.7,62,,121,1307,2500.0,Fitbit
U_C2IHOY7DV7C9,19-Nov-2024,10954,7.82,92,37,112,1200,2340.0,Fitbit
U_C2IHOY7DV7C9,2024/11/20 00:00,8486,6.06,26,,135,1366,2767.0,Fitbit
U_C2IHOY7DV7C9,21-Nov-2024,10036,7.17,59,12,92,1274,,Fitbit
U_C2IHOY7DV7C9,22-Nov-2024,6106,,16,1,,1294,2096.0,Fitbit
U_C2IHOY7DV7C9,2024-11-23,8759,6.26,37,35,197,1271,2651.0,Fitbit
U_C2IHOY7DV7C9,2024/11/24 00:00,7367,5.26,,36,21,1320,1801.0,Fitbit
U_C2IHOY7DV7C9,2024-11-26,8876,6.34,,11,181,1304,2230.0,Fitbit
U_C2IHOY7DV7C9,11/27/2024,,3.68,14,18,148,1310,2404.0,Fitbit
U_C2IHOY7DV7C9,2024-11-28,7904,5.65,62,34,57,,2050.0,Fitbit
U_C2IHOY7DV7C9,29-Nov-2024,8406,6.0,56,27,179,,2066.0,Fitbit
,11/30/2024,7072,5.05,55,0,123,1233,2329.0,Fitbit
U_C2IHOY7DV7C9,2024/12/01 00:00,8577,6.13,41,17,90,1221,2007.0,Fitbit
,2024/12/02 00:00,7647,5.46,28,9,205,1275,2129.0,Fitbit
U_C2IHOY7DV7C9,2024/12/03 00:00,5637,4.03,26,33,103,1337,2032.0,Fitbit
U_C2IHOY7DV7C9,12/04/2024,8459,6.04,23,33,,1256,2229.0,Fitbit
U_C2IHOY7DV7C9,2024/12/05 00:00,7001,5.0,,21,186,1267,1966.0,Fitbit
U_C2IHOY7DV7C9,12/06/2024,9410,6.72,77,14,87,1261,2203.0,Fitbit
U_C2IHOY7DV7C9,07-Dec-2024,8040,,42,34,29,1252,1804.0,Fitbit
