user,type,startDate,endDate,value,unit,sourceName,device,metadata
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-01-14 00:00:00 ,2024-01-15T00:00:00,1711.7,hour,iPhone,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-01-14 00:00:00 ,2024-01-15T00:00:00,1711.7,hour,iPhone,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-15 00:00:00 ,2024-01-16T00:00:00,2100.9,min,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-01-16 00:00:00 ,2024-01-17T00:00:00,1688.0,kcal,iPhone,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-01-17T00:00:00,2024-01-18T00:00:00,2525.3,min,,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-18 00:00:00 ,2024-01-19T00:00:00,1761.2,count,Health,Apple Watch Series 8,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-19T00:00:00,2024-01-20T00:00:00,1804.4,bpm,iPhone,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-01-20 00:00:00 ,2024-01-21T00:00:00,53.6,bpm,Health,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-01-21T00:00:00,2024-01-22T00:00:00,58.0,,,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-01-22T00:00:00,2024-01-23T00:00:00,2196.3,min,,,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-23T00:00:00,2024-01-24T00:00:00,2149.1,,,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-01-24T00:00:00,2024-01-25T00:00:00,2161.5,kcal,Apple Watch,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-25T00:00:00,2024-01-26T00:00:00,9286,min,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-26 00:00:00 ,2024-01-27T00:00:00,64.7,count,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-01-27 00:00:00 ,2024-01-28T00:00:00,59.1,hour,,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-01-28T00:00:00,2024-01-29T00:00:00,7793,hour,,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-01-29T00:00:00,2024-01-30T00:00:00,1869.2,,Apple Watch,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-01-30 00:00:00 ,2024-01-31T00:00:00,2230.6,,Health,,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-01-31 00:00:00 ,2024-02-01T00:00:00,2154.3,count,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-01T00:00:00,2024-02-02T00:00:00,10765,count,,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-02T00:00:00,2024-02-03T00:00:00,8887,min,,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-03T00:00:00,2024-02-04T00:00:00,6923,kcal,Apple Watch,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-04T00:00:00,2024-02-05T00:00:00,,Cal,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-05 00:00:00 ,2024-02-06T00:00:00,58.5,,,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-02-07 00:00:00 ,2024-02-08T00:00:00,10655,kcal,Apple Watch,,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-08T00:00:00,2024-02-09T00:00:00,51.1,,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-09 00:00:00 ,2024-02-10T00:00:00,6329,bpm,,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-10 00:00:00 ,2024-02-11T00:00:00,2658.6,Cal,iPhone,,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-11 00:00:00 ,2024-02-12T00:00:00,1824.2,hour,iPhone,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-12 00:00:00 ,2024-02-13T00:00:00,1799.9,,,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-13T00:00:00,2024-02-14T00:00:00,9130,,,,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-14 00:00:00 ,2024-02-15T00:00:00,1937.7,min,Apple Watch,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-15T00:00:00,2024-02-16T00:00:00,2118.8,Cal,iPhone,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-16T00:00:00,2024-02-17T00:00:00,10587,hour,Health,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-17T00:00:00,2024-02-18T00:00:00,,min,,,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-18 00:00:00 ,2024-02-19T00:00:00,1759.9,kcal,Apple Watch,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-19 00:00:00 ,2024-02-20T00:00:00,61.3,count,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-20 00:00:00 ,2024-02-21T00:00:00,,count,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-21T00:00:00,2024-02-22T00:00:00,2152.9,,Health,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-22 00:00:00 ,2024-02-23T00:00:00,2573.5,hour,,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-23 00:00:00 ,2024-02-24T00:00:00,7818,,,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-02-24 00:00:00 ,2024-02-25T00:00:00,6785,kcal,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-02-25T00:00:00,2024-02-26T00:00:00,2205.3,count,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-26 00:00:00 ,2024-02-27T00:00:00,8288,count,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-27 00:00:00 ,2024-02-28T00:00:00,8553,bpm,iPhone,Apple Watch Series 8,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-27 00:00:00 ,2024-02-28T00:00:00,8553,bpm,iPhone,Apple Watch Series 8,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-28T00:00:00,2024-02-29T00:00:00,2079.3,count,iPhone,,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-02-29 00:00:00 ,2024-03-01T00:00:00,53.6,kcal,Health,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-01T00:00:00,2024-03-02T00:00:00,1864.3,kcal,Apple Watch,,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-01T00:00:00,2024-03-02T00:00:00,1864.3,kcal,Apple Watch,,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-02T00:00:00,2024-03-03T00:00:00,7853,Cal,Apple Watch,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-04T00:00:00,2024-03-05T00:00:00,2096.0,bpm,iPhone,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-05 00:00:00 ,2024-03-06T00:00:00,58.7,Cal,Apple Watch,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-06T00:00:00,2024-03-07T00:00:00,6073,,Health,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-08T00:00:00,2024-03-09T00:00:00,2229.3,hour,Apple Watch,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-09T00:00:00,2024-03-10T00:00:00,1971.3,,iPhone,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-10 00:00:00 ,2024-03-11T00:00:00,2188.5,count,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-10 00:00:00 ,2024-03-11T00:00:00,2188.5,count,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-11 00:00:00 ,2024-03-12T00:00:00,6631,count,,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-12T00:00:00,2024-03-13T00:00:00,2411.4,Cal,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-13T00:00:00,2024-03-14T00:00:00,2186.2,min,iPhone,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-14T00:00:00,2024-03-15T00:00:00,52.0,bpm,,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-03-15T00:00:00,2024-03-16T00:00:00,1865.4,hour,Apple Watch,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-03-16 00:00:00 ,2024-03-17T00:00:00,1610.2,,,,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-03-17T00:00:00,2024-03-18T00:00:00,61.3,min,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-18 00:00:00 ,2024-03-19T00:00:00,9540,bpm,Apple Watch,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-19T00:00:00,2024-03-20T00:00:00,,min,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-21 00:00:00 ,2024-03-22T00:00:00,2482.9,min,,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-22 00:00:00 ,2024-03-23T00:00:00,7900,min,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-03-23T00:00:00,2024-03-24T00:00:00,2060.8,bpm,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-24T00:00:00,2024-03-25T00:00:00,2481.7,count,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-03-25 00:00:00 ,2024-03-26T00:00:00,58.2,,,,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-03-26T00:00:00,2024-03-27T00:00:00,2037.6,count,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-03-27 00:00:00 ,2024-03-28T00:00:00,1996.1,min,Apple Watch,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-28 00:00:00 ,2024-03-29T00:00:00,2194.7,Cal,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-29T00:00:00,2024-03-30T00:00:00,2130.8,,,Apple Watch Series 8,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-30 00:00:00 ,2024-03-31T00:00:00,7164,min,iPhone,Apple Watch Series 8,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-31T00:00:00,2024-04-01T00:00:00,2355.9,count,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-01 00:00:00 ,2024-04-02T00:00:00,2175.2,Cal,,,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-02 00:00:00 ,2024-04-03T00:00:00,2043.7,kcal,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-03T00:00:00,2024-04-04T00:00:00,2388.0,count,Health,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-04T00:00:00,2024-04-05T00:00:00,8765,min,,,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-05 00:00:00 ,2024-04-06T00:00:00,11230,hour,iPhone,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-06 00:00:00 ,2024-04-07T00:00:00,7163,Cal,Health,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-07 00:00:00 ,2024-04-08T00:00:00,61.0,min,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-08 00:00:00 ,2024-04-09T00:00:00,7697,hour,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-09 00:00:00 ,2024-04-10T00:00:00,1504.1,min,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-10T00:00:00,2024-04-11T00:00:00,9934,min,iPhone,Apple Watch Series 8,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-11T00:00:00,2024-04-12T00:00:00,2006.7,min,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-12 00:00:00 ,2024-04-13T00:00:00,,,Health,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-13 00:00:00 ,2024-04-14T00:00:00,6421,count,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-14 00:00:00 ,2024-04-15T00:00:00,2083.7,hour,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-15T00:00:00,2024-04-16T00:00:00,56.7,kcal,iPhone,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-16T00:00:00,2024-04-17T00:00:00,8892,kcal,iPhone,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-17T00:00:00,2024-04-18T00:00:00,2625.5,kcal,Health,Apple Watch Ultra,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-18T00:00:00,2024-04-19T00:00:00,2460.2,min,Health,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-19 00:00:00 ,2024-04-20T00:00:00,1912.5,bpm,Apple Watch,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-20T00:00:00,2024-04-21T00:00:00,5504,hour,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-21 00:00:00 ,2024-04-22T00:00:00,2221.1,bpm,Apple Watch,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-22 00:00:00 ,2024-04-23T00:00:00,56.7,Cal,,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-23 00:00:00 ,2024-04-24T00:00:00,2313.0,,Health,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-23 00:00:00 ,2024-04-24T00:00:00,2313.0,,Health,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-24 00:00:00 ,2024-04-25T00:00:00,10170,,iPhone,Apple Watch Series 8,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-25 00:00:00 ,2024-04-26T00:00:00,2184.1,count,,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-26 00:00:00 ,2024-04-27T00:00:00,6935,hour,Apple Watch,,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-04-27 00:00:00 ,2024-04-28T00:00:00,5674,,Apple Watch,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-28T00:00:00,2024-04-29T00:00:00,2498.1,bpm,,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-04-29 00:00:00 ,2024-04-30T00:00:00,9572,,,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-04-30 00:00:00 ,2024-05-01T00:00:00,2114.7,,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-01T00:00:00,2024-05-02T00:00:00,10765,min,,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-02T00:00:00,2024-05-03T00:00:00,54.0,count,Health,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-03T00:00:00,2024-05-04T00:00:00,8483,kcal,Apple Watch,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-05-04T00:00:00,2024-05-05T00:00:00,7911,hour,Health,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-05 00:00:00 ,2024-05-06T00:00:00,2244.2,hour,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-06T00:00:00,2024-05-07T00:00:00,2092.2,,Health,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-07T00:00:00,2024-05-08T00:00:00,49.1,count,,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-08 00:00:00 ,2024-05-09T00:00:00,10429,count,iPhone,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-09T00:00:00,2024-05-10T00:00:00,61.7,Cal,Health,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-10 00:00:00 ,2024-05-11T00:00:00,57.3,,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-05-11 00:00:00 ,2024-05-12T00:00:00,1694.8,kcal,Apple Watch,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-12 00:00:00 ,2024-05-13T00:00:00,5049,hour,Apple Watch,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-13T00:00:00,2024-05-14T00:00:00,62.8,kcal,,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-14T00:00:00,2024-05-15T00:00:00,8230,,iPhone,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-15 00:00:00 ,2024-05-16T00:00:00,2053.3,count,,,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-16T00:00:00,2024-05-17T00:00:00,11172,kcal,Apple Watch,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-17T00:00:00,2024-05-18T00:00:00,60.8,Cal,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-05-18T00:00:00,2024-05-19T00:00:00,6382,Cal,Health,,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-19T00:00:00,2024-05-20T00:00:00,2183.4,count,iPhone,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-20 00:00:00 ,2024-05-21T00:00:00,2531.5,,iPhone,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-05-21T00:00:00,2024-05-22T00:00:00,2337.0,hour,Health,Apple Watch Series 8,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-22T00:00:00,2024-05-23T00:00:00,2041.6,kcal,,,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-05-23T00:00:00,2024-05-24T00:00:00,2347.8,Cal,,,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-24 00:00:00 ,2024-05-25T00:00:00,62.2,hour,,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-25T00:00:00,2024-05-26T00:00:00,58.2,count,iPhone,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-05-26 00:00:00 ,2024-05-27T00:00:00,2568.6,Cal,,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-05-27 00:00:00 ,2024-05-28T00:00:00,341.0,hour,,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-05-28 00:00:00 ,2024-05-29T00:00:00,2422.1,bpm,,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-29T00:00:00,2024-05-30T00:00:00,59.9,count,iPhone,,"{alg:v2,confidence:0.8}"
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-30 00:00:00 ,2024-05-31T00:00:00,62.4,hour,,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-06-01T00:00:00,2024-06-02T00:00:00,1928.8,bpm,,,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-02T00:00:00,2024-06-03T00:00:00,2465.1,min,Apple Watch,,{tz:America/New_York}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-06-03 00:00:00 ,2024-06-04T00:00:00,57.3,kcal,Apple Watch,Apple Watch Ultra,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-06-04 00:00:00 ,2024-06-05T00:00:00,12034,min,iPhone,Apple Watch Series 8,{tz:America/New_York}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-06-06T00:00:00,2024-06-07T00:00:00,2225.3,hour,Health,Apple Watch Ultra,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-06-07 00:00:00 ,2024-06-08T00:00:00,9444,count,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-06-08T00:00:00,2024-06-09T00:00:00,1706.5,min,Apple Watch,Apple Watch Series 8,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierRestingHeartRate,2024-06-09 00:00:00 ,2024-06-10T00:00:00,,kcal,Apple Watch,Apple Watch Ultra,{workout:run}
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-06-10 00:00:00 ,2024-06-11T00:00:00,6403,bpm,iPhone,,
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-11 00:00:00 ,2024-06-12T00:00:00,2257.7,bpm,Apple Watch,,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-12 00:00:00 ,2024-06-13T00:00:00,2295.0,hour,Health,,{workout:run}
U_3BZT9D31K9QM,HKQuantityTypeIdentifierStepCount,2024-06-13 00:00:00 ,2024-06-14T00:00:00,1923.1,Cal,Health,Apple Watch Ultra,
U_3BZT9D31K9QM,HKCategoryTypeIdentifierSleepAnalysis,2024-06-14 00:00:00 ,2024-06-15T00:00:00,9444,count,Health,,"{alg:v2,confidence:0.8}"
