UserId,date,total_sleep_duration,deep_sleep_duration,rem_sleep_duration,restless,readiness_score,temperature_deviation,bedtime_start,bedtime_end,source
U_XG4AHF337KUU,2024/01/24 00:00,23385,5871,2686,25,69,,2024-01-24T22:42:00,2024-01-25T06:20:00,Oura
U_XG4AHF337KUU,25-Jan-2024,22003,2612,5248,34,56,0.02,2024-01-25T20:52:00,2024-01-26T09:01:00,Oura
U_XG4AHF337KUU,2024-01-26,21119,4083,6525,0,62,-0.05,2024-01-26T23:06:00,2024-01-27T05:36:00,Oura
U_XG4AHF337KUU,2024/01/27 00:00,,6326,4777,,68,-0.12,2024-01-28T00:52:00,2024-01-28T05:06:00,Oura
U_XG4AHF337KUU,28-Jan-2024,27367,,6822,38,68,-0.02,2024-01-28T22:19:00,2024-01-29T08:29:00,Oura
U_XG4AHF337KUU,29-Jan-2024,25805,7263,7613,33,64,0.05,2024-01-30T00:35:00,2024-01-30T09:06:00,Oura
U_XG4AHF337KUU,2024/01/30 00:00,24531,4269,6975,25,69,,2024-01-30T21:54:00,2024-01-31T07:06:00,Oura
U_XG4AHF337KUU,2024-01-31,22490,2321,3932,,53,0.23,2024-02-01T01:00:00,2024-02-01T08:00:00,Oura
U_XG4AHF337KUU,2024-02-01,24183,3027,3694,32,59,-0.12,2024-02-01T23:20:00,2024-02-02T04:43:00,Oura
U_XG4AHF337KUU,02-Feb-2024,19624,2533,6526,,56,-0.16,2024-02-02T20:57:00,2024-02-03T05:21:00,Oura
U_XG4AHF337KUU,2024-02-03,20299,3981,5650,43,36,,2024-02-03T22:11:00,2024-02-04T07:21:00,Oura
U_XG4AHF337KUU,2024-02-04,24461,4277,4532,6,60,,2024-02-04T23:48:00,2024-02-05T07:25:00,Oura
U_XG4AHF337KUU,2024/02/05 00:00,24864,4302,3834,25,51,,2024-02-06T00:26:00,2024-02-06T08:10:00,Oura
U_XG4AHF337KUU,06-Feb-2024,20351,5593,7396,21,46,-0.14,2024-02-06T20:20:00,2024-02-07T05:10:00,Oura
U_XG4AHF337KUU,2024/02/07 00:00,18710,3530,3654,12,57,,2024-02-07T22:42:00,2024-02-08T08:39:00,Oura
U_XG4AHF337KUU,2024/02/08 00:00,23784,4520,4379,46,,-0.03,2024-02-08T21:27:00,2024-02-09T06:29:00,Oura
U_XG4AHF337KUU,2024/02/09 00:00,22617,4933,5829,31,,,2024-02-09T23:46:00,2024-02-10T04:58:00,Oura
U_XG4AHF337KUU,2024-02-10,23292,6023,4369,19,63,0.12,2024-02-10T23:04:00,2024-02-11T06:59:00,Oura
U_XG4AHF337KUU,2024-02-11,30344,7752,6541,41,79,,2024-02-11T21:51:00,2024-02-12T04:31:00,Oura
U_XG4AHF337KUU,12-Feb-2024,24350,1534,9875,17,45,0.15,2024-02-12T21:41:00,2024-02-13T06:40:00,Oura
U_XG4AHF337KUU,2024-02-13,27037,5476,,9,72,,2024-02-13T20:05:00,2024-02-14T08:32:00,Oura
U_XG4AHF337KUU,2024-02-15,22524,6165,4442,23,57,0.28,2024-02-15T22:23:00,2024-02-16T08:56:00,Oura
U_XG4AHF337KUU,2024-02-16,25720,5186,8289,36,73,0.06,2024-02-17T00:23:00,2024-02-17T04:43:00,Oura
U_XG4AHF337KUU,17-Feb-2024,24821,1871,7345,,65,,2024-02-18T00:06:00,2024-02-18T09:11:00,Oura
U_XG4AHF337KUU,18-Feb-2024,28259,4243,3479,31,69,0.27,2024-02-19T00:45:00,2024-02-19T05:41:00,Oura
U_XG4AHF337KUU,2024-02-19,21655,1760,4351,23,,-0.29,2024-02-19T22:58:00,2024-02-20T05:21:00,Oura
U_XG4AHF337KUU,22-Feb-2024,26112,6996,8177,,76,0.21,2024-02-22T20:34:00,2024-02-23T08:25:00,Oura
U_XG4AHF337KUU,23-Feb-2024,23445,3997,6025,55,57,0.31,2024-02-24T00:39:00,2024-02-24T04:37:00,Oura
U_XG4AHF337KUU,2024/02/24 00:00,25290,231,8013,30,61,-0.02,2024-02-25T00:08:00,2024-02-25T09:23:00,Oura
U_XG4AHF337KUU,2024-02-25,20731,3702,5861,50,,0.15,2024-02-25T23:16:00,2024-02-26T08:54:00,Oura
U_XG4AHF337KUU,26-Feb-2024,21231,5420,5081,16,65,,2024-02-26T23:29:00,2024-02-27T07:41:00,Oura
U_XG4AHF337KUU,27-Feb-2024,22742,3752,4785,32,,0.22,2024-02-27T21:37:00,2024-02-28T08:19:00,Oura
U_XG4AHF337KUU,28-Feb-2024,20599,4359,3337,27,75,0.47,2024-02-28T20:45:00,2024-02-29T07:17:00,Oura
U_XG4AHF337KUU,29-Feb-2024,27208,6943,5334,16,61,0.02,2024-02-29T22:20:00,2024-03-01T06:54:00,Oura
U_XG4AHF337KUU,2024-03-01,24150,4059,4801,19,60,-0.03,2024-03-01T20:56:00,2024-03-02T05:16:00,Oura
U_XG4AHF337KUU,02-Mar-2024,24439,3769,,32,57,0.06,2024-03-03T00:32:00,2024-03-03T05:34:00,Oura
U_XG4AHF337KUU,2024-03-03,19885,5360,6296,,51,,2024-03-03T22:21:00,2024-03-04T08:23:00,Oura
U_XG4AHF337KUU,2024-03-04,23672,4657,4315,37,39,,2024-03-04T22:20:00,2024-03-05T08:55:00,Oura
U_XG4AHF337KUU,2024-03-05,22252,2782,6552,45,62,0.0,2024-03-05T22:36:00,2024-03-06T07:11:00,Oura
U_XG4AHF337KUU,2024-03-06,25562,4511,7366,23,,0.31,2024-03-06T22:09:00,2024-03-07T09:09:00,Oura
U_XG4AHF337KUU,2024-03-07,22524,6831,8079,35,54,0.02,2024-03-07T22:45:00,2024-03-08T07:26:00,Oura
U_XG4AHF337KUU,2024-03-08,28051,3897,4166,23,64,0.09,2024-03-09T00:56:00,2024-03-09T08:00:00,Oura
U_XG4AHF337KUU,2024-03-09,22601,2450,,16,58,0.09,2024-03-09T23:57:00,2024-03-10T08:28:00,Oura
U_XG4AHF337KUU,10-Mar-2024,20057,,5020,,62,0.01,2024-03-10T20:22:00,2024-03-11T09:09:00,Oura
U_XG4AHF337KUU,2024-03-11,23727,5752,7109,43,56,,2024-03-12T00:36:00,2024-03-12T09:21:00,Oura
U_XG4AHF337KUU,12-Mar-2024,24031,4232,4512,29,59,0.21,2024-03-12T23:25:00,2024-03-13T05:56:00,Oura
U_XG4AHF337KUU,2024/03/13 00:00,,8895,5428,45,48,-0.12,2024-03-13T23:22:00,2024-03-14T06:50:00,Oura
U_XG4AHF337KUU,14-Mar-2024,23135,4958,5446,34,54,0.14,2024-03-14T20:11:00,2024-03-15T06:01:00,Oura
U_XG4AHF337KUU,15-Mar-2024,26709,2943,6744,,72,0.06,2024-03-15T20:35:00,2024-03-16T04:54:00,Oura
U_XG4AHF337KUU,2024-03-16,21892,,4919,29,61,0.33,2024-03-17T00:28:00,2024-03-17T04:43:00,Oura
U_XG4AHF337KUU,2024-03-17,25052,6581,4414,46,68,-0.11,2024-03-17T23:48:00,2024-03-18T07:21:00,Oura
U_XG4AHF337KUU,2024-03-19,21782,3626,6293,43,71,0.28,2024-03-19T21:06:00,2024-03-20T06:34:00,Oura
U_XG4AHF337KUU,2024-03-20,22500,3661,,29,63,0.35,2024-03-20T20:50:00,2024-03-21T09:22:00,Oura
U_XG4AHF337KUU,21-Mar-2024,20845,3122,4016,27,,0.3,2024-03-21T20:11:00,2024-03-22T06:02:00,Oura
U_XG4AHF337KUU,2024-03-22,21337,6334,4513,33,,-0.56,2024-03-22T23:58:00,2024-03-23T07:01:00,Oura
U_XG4AHF337KUU,23-Mar-2024,,4046,4434,9,54,0.05,2024-03-23T20:55:00,2024-03-24T09:10:00,Oura
U_XG4AHF337KUU,24-Mar-2024,21494,5570,6745,27,43,-0.1,2024-03-25T00:18:00,2024-03-25T07:36:00,Oura
U_XG4AHF337KUU,2024-03-25,21822,4929,,,66,-0.14,2024-03-25T23:32:00,2024-03-26T05:02:00,Oura
U_XG4AHF337KUU,26-Mar-2024,27480,4160,6866,25,71,0.08,2024-03-26T20:12:00,2024-03-27T08:22:00,Oura
U_XG4AHF337KUU,27-Mar-2024,25852,4026,4599,21,78,0.09,2024-03-27T21:11:00,2024-03-28T05:10:00,Oura
U_XG4AHF337KUU,28-Mar-2024,29843,7225,9038,60,65,-0.0,2024-03-28T21:50:00,2024-03-29T07:03:00,Oura
U_XG4AHF337KUU,29-Mar-2024,,6480,5347,25,,-0.14,2024-03-29T23:58:00,2024-03-30T09:27:00,Oura
U_XG4AHF337KUU,30-Mar-2024,29554,6080,7036,52,59,0.24,2024-03-30T21:58:00,2024-03-31T09:19:00,Oura
U_XG4AHF337KUU,2024-03-31,22113,5134,6730,49,64,0.03,2024-04-01T00:28:00,2024-04-01T06:08:00,Oura
U_XG4AHF337KUU,2024/04/01 00:00,27999,4707,8138,0,68,0.08,2024-04-01T22:08:00,2024-04-02T09:16:00,Oura
U_XG4AHF337KUU,2024-04-02,,4077,4376,35,76,0.08,2024-04-03T00:08:00,2024-04-03T08:40:00,Oura
U_XG4AHF337KUU,03-Apr-2024,23324,5575,3675,,46,0.32,2024-04-03T23:12:00,2024-04-04T05:30:00,Oura
U_XG4AHF337KUU,2024-04-04,26595,4826,,28,70,0.01,2024-04-04T20:10:00,2024-04-05T06:33:00,Oura
U_XG4AHF337KUU,2024/04/05 00:00,20907,3663,4380,33,,0.36,2024-04-05T23:56:00,2024-04-06T05:15:00,Oura
U_XG4AHF337KUU,2024/04/06 00:00,24608,3597,5996,26,66,0.12,2024-04-06T21:58:00,2024-04-07T06:28:00,Oura
U_XG4AHF337KUU,2024/04/07 00:00,27353,6055,5292,41,65,,2024-04-07T22:57:00,2024-04-08T04:40:00,Oura
U_XG4AHF337KUU,2024/04/08 00:00,23156,,5387,,59,-0.02,2024-04-08T22:56:00,2024-04-09T05:57:00,Oura
U_XG4AHF337KUU,2024-04-09,20079,4746,,49,72,0.4,2024-04-09T22:40:00,2024-04-10T05:23:00,Oura
U_XG4AHF337KUU,2024/04/10 00:00,25309,7600,5524,21,57,0.38,2024-04-10T23:02:00,2024-04-11T06:01:00,Oura
U_XG4AHF337KUU,2024-04-11,21228,2971,7087,,62,-0.11,2024-04-11T20:30:00,2024-04-12T05:53:00,Oura
U_XG4AHF337KUU,2024/04/12 00:00,21596,5362,5179,22,73,0.1,2024-04-12T21:01:00,2024-04-13T08:34:00,Oura
U_XG4AHF337KUU,2024-04-13,23962,2263,7907,40,68,0.03,2024-04-13T22:44:00,2024-04-14T08:26:00,Oura
U_XG4AHF337KUU,2024-04-14,23595,4450,5701,44,42,-0.01,2024-04-15T00:47:00,2024-04-15T05:20:00,Oura
U_XG4AHF337KUU,2024/04/15 00:00,22280,3767,5897,29,,0.04,2024-04-16T00:21:00,2024-04-16T06:42:00,Oura
U_XG4AHF337KUU,16-Apr-2024,24773,7032,4780,27,66,0.1,2024-04-16T21:51:00,2024-04-17T09:27:00,Oura
U_XG4AHF337KUU,2024-04-17,25073,4237,9302,,63,-0.04,2024-04-17T23:55:00,2024-04-18T05:27:00,Oura
U_XG4AHF337KUU,2024-04-18,20751,1425,2506,26,53,0.02,2024-04-19T00:26:00,2024-04-19T05:23:00,Oura
U_XG4AHF337KUU,2024-04-19,22188,4160,6225,11,61,-0.1,2024-04-19T21:40:00,2024-04-20T06:01:00,Oura
U_XG4AHF337KUU,2024/04/20 00:00,22707,6107,5056,17,60,-0.22,2024-04-20T20:07:00,2024-04-21T08:31:00,Oura
U_XG4AHF337KUU,2024/04/21 00:00,21257,3544,5191,,62,0.13,2024-04-21T21:50:00,2024-04-22T05:11:00,Oura
U_XG4AHF337KUU,2024-04-22,24844,3143,4761,38,62,0.26,2024-04-22T23:17:00,2024-04-23T06:10:00,Oura
U_XG4AHF337KUU,2024-04-23,25269,5383,7344,,53,0.25,2024-04-23T20:31:00,2024-04-24T05:21:00,Oura
U_XG4AHF337KUU,2024-04-24,24616,5811,,,63,0.11,2024-04-24T20:56:00,2024-04-25T06:20:00,Oura
U_XG4AHF337KUU,25-Apr-2024,25939,3198,,30,72,-0.16,2024-04-25T20:33:00,2024-04-26T05:23:00,Oura
U_XG4AHF337KUU,26-Apr-2024,26581,4250,6453,38,65,0.19,2024-04-26T21:35:00,2024-04-27T08:57:00,Oura
U_XG4AHF337KUU,27-Apr-2024,,5571,4745,46,74,,2024-04-27T22:50:00,2024-04-28T08:37:00,Oura
U_XG4AHF337KUU,2024-04-28,25823,5346,6836,11,61,-0.32,2024-04-28T22:26:00,2024-04-29T09:22:00,Oura
U_XG4AHF337KUU,2024/04/29 00:00,26549,3115,4394,41,61,0.31,2024-04-29T23:55:00,2024-04-30T07:46:00,Oura
U_XG4AHF337KUU,2024/04/30 00:00,24829,3352,5192,,84,,2024-04-30T20:22:00,2024-05-01T06:14:00,Oura
U_XG4AHF337KUU,01-May-2024,22632,,5189,67,63,-0.09,2024-05-01T20:19:00,2024-05-02T04:57:00,Oura
U_XG4AHF337KUU,2024/05/02 00:00,24460,4791,,,72,-0.02,2024-05-02T23:39:00,2024-05-03T06:16:00,Oura
U_XG4AHF337KUU,2024-05-04,19805,4740,4676,44,59,-0.09,2024-05-04T23:07:00,2024-05-05T06:00:00,Oura
U_XG4AHF337KUU,2024/05/05 00:00,27337,3635,5082,33,65,0.49,2024-05-05T22:45:00,2024-05-06T07:31:00,Oura
U_XG4AHF337KUU,2024-05-06,22950,2512,3894,41,54,,2024-05-06T22:55:00,2024-05-07T04:38:00,Oura
U_XG4AHF337KUU,07-May-2024,20340,4851,2900,45,59,-0.13,2024-05-07T21:40:00,2024-05-08T05:51:00,Oura
U_XG4AHF337KUU,08-May-2024,21687,4455,,,61,0.29,2024-05-09T00:57:00,2024-05-09T07:02:00,Oura
U_XG4AHF337KUU,2024-05-09,24928,7131,610,26,,0.19,2024-05-09T20:58:00,2024-05-10T05:17:00,Oura
U_XG4AHF337KUU,10-May-2024,25397,,,19,68,-0.17,2024-05-11T00:24:00,2024-05-11T06:13:00,Oura
U_XG4AHF337KUU,2024-05-11,22417,5513,2813,,64,0.15,2024-05-12T00:19:00,2024-05-12T08:33:00,Oura
U_XG4AHF337KUU,12-May-2024,,5903,4497,,55,0.01,2024-05-12T20:09:00,2024-05-13T08:53:00,Oura
U_XG4AHF337KUU,2024/05/13 00:00,23716,5207,5843,23,54,0.05,2024-05-13T22:09:00,2024-05-14T08:41:00,Oura
U_XG4AHF337KUU,2024/05/14 00:00,22918,,5941,30,54,0.17,2024-05-14T23:57:00,2024-05-15T05:38:00,Oura
U_XG4AHF337KUU,2024-05-16,27129,6296,3340,54,69,0.18,2024-05-16T22:59:00,2024-05-17T05:47:00,Oura
U_XG4AHF337KUU,17-May-2024,19007,4317,5342,,72,,2024-05-18T00:00:00,2024-05-18T08:24:00,Oura
U_XG4AHF337KUU,2024-05-18,21038,4098,1907,29,61,0.12,2024-05-18T20:47:00,2024-05-19T08:51:00,Oura
U_XG4AHF337KUU,2024/05/19 00:00,23329,3250,4026,43,59,-0.02,2024-05-19T22:19:00,2024-05-20T09:24:00,Oura
U_XG4AHF337KUU,2024/05/20 00:00,27137,4755,1953,24,69,,2024-05-20T20:40:00,2024-05-21T06:11:00,Oura
U_XG4AHF337KUU,2024/05/21 00:00,32026,3780,3810,17,82,-0.24,2024-05-21T21:27:00,2024-05-22T04:49:00,Oura
U_XG4AHF337KUU,22-May-2024,20618,1917,5537,29,51,0.23,2024-05-22T22:35:00,2024-05-23T05:19:00,Oura
U_XG4AHF337KUU,2024-05-23,23942,,4888,25,68,,2024-05-23T20:55:00,2024-05-24T04:36:00,Oura
U_XG4AHF337KUU,2024-05-24,17399,2273,4444,22,,0.11,2024-05-24T21:39:00,2024-05-25T04:34:00,Oura
U_XG4AHF337KUU,2024-05-25,26518,6253,5234,42,75,-0.11,2024-05-26T00:34:00,2024-05-26T06:15:00,Oura
U_XG4AHF337KUU,26-May-2024,24737,5609,1835,,66,,2024-05-26T22:48:00,2024-05-27T08:56:00,Oura
U_XG4AHF337KUU,2024/05/27 00:00,21544,5024,3324,29,,0.01,2024-05-27T20:36:00,2024-05-28T07:41:00,Oura
U_XG4AHF337KUU,2024-05-28,24400,3138,4022,34,75,-0.13,2024-05-29T00:59:00,2024-05-29T08:33:00,Oura
U_XG4AHF337KUU,2024/05/29 00:00,22811,5198,6797,,60,0.02,2024-05-29T20:54:00,2024-05-30T06:34:00,Oura
U_XG4AHF337KUU,2024-05-30,21253,,4772,24,55,,2024-05-30T23:50:00,2024-05-31T07:53:00,Oura
U_XG4AHF337KUU,2024/05/31 00:00,25700,6483,4879,39,55,0.14,2024-05-31T22:28:00,2024-06-01T08:37:00,Oura
U_XG4AHF337KUU,2024-06-01,,4264,4653,25,75,-0.04,2024-06-01T23:36:00,2024-06-02T05:12:00,Oura
U_XG4AHF337KUU,02-Jun-2024,27056,3539,10211,53,76,-0.02,2024-06-02T21:43:00,2024-06-03T05:46:00,Oura
U_XG4AHF337KUU,2024/06/03 00:00,27971,6544,9046,5,73,0.02,2024-06-03T21:24:00,2024-06-04T07:38:00,Oura
U_XG4AHF337KUU,2024/06/04 00:00,20889,,4010,,52,0.08,2024-06-04T20:31:00,2024-06-05T09:19:00,Oura
U_XG4AHF337KUU,05-Jun-2024,,5395,1312,38,49,0.1,2024-06-05T20:58:00,2024-06-06T09:11:00,Oura
U_XG4AHF337KUU,2024-06-06,21229,2005,5278,21,63,-0.33,2024-06-06T21:46:00,2024-06-07T06:07:00,Oura
U_XG4AHF337KUU,2024-06-08,16476,5175,3866,9,64,-0.22,2024-06-08T23:03:00,2024-06-09T07:02:00,Oura
U_XG4AHF337KUU,2024-06-09,21989,4414,5700,35,56,-0.1,2024-06-10T00:32:00,2024-06-10T05:23:00,Oura
U_XG4AHF337KUU,10-Jun-2024,21787,3778,5062,21,49,0.19,2024-06-11T00:14:00,2024-06-11T05:03:00,Oura
U_XG4AHF337KUU,2024/06/11 00:00,24192,2854,8046,41,70,-0.19,2024-06-11T23:37:00,2024-06-12T06:48:00,Oura
U_XG4AHF337KUU,12-Jun-2024,20888,3404,3188,37,55,0.12,2024-06-12T22:46:00,2024-06-13T06:10:00,Oura
U_XG4AHF337KUU,2024/06/13 00:00,24183,4116,3457,,65,0.27,2024-06-13T20:52:00,2024-06-14T06:30:00,Oura
U_XG4AHF337KUU,2024-06-14,22505,4762,4880,25,64,-0.11,2024-06-15T00:01:00,2024-06-15T08:26:00,Oura
U_XG4AHF337KUU,2024/06/15 00:00,27097,7114,5127,25,55,-0.22,2024-06-15T21:19:00,2024-06-16T08:10:00,Oura
U_XG4AHF337KUU,2024-06-16,27645,3965,,26,74,-0.28,2024-06-16T21:55:00,2024-06-17T05:10:00,Oura
U_XG4AHF337KUU,2024/06/17 00:00,31977,6744,7529,25,64,-0.09,2024-06-17T20:40:00,2024-06-18T06:37:00,Oura
U_XG4AHF337KUU,2024/06/18 00:00,19552,,2878,,,,2024-06-19T00:36:00,2024-06-19T09:21:00,Oura
U_XG4AHF337KUU,2024/06/19 00:00,24389,6475,6037,19,55,-0.21,2024-06-19T20:34:00,2024-06-20T04:53:00,Oura
U_XG4AHF337KUU,20-Jun-2024,21066,4269,4963,,61,,2024-06-20T23:10:00,2024-06-21T06:24:00,Oura
U_XG4AHF337KUU,21-Jun-2024,20709,2414,5456,14,72,0.2,2024-06-21T23:53:00,2024-06-22T06:27:00,Oura
U_XG4AHF337KUU,2024-06-22,26017,1464,6476,19,,,2024-06-22T23:39:00,2024-06-23T08:52:00,Oura
U_XG4AHF337KUU,2024/06/23 00:00,27991,6462,6523,45,63,-0.25,2024-06-23T21:35:00,2024-06-24T04:35:00,Oura
U_XG4AHF337KUU,2024/06/24 00:00,22106,4277,6878,25,57,-0.18,2024-06-24T23:06:00,2024-06-25T07:38:00,Oura
U_XG4AHF337KUU,25-Jun-2024,23172,6071,7704,51,61,,2024-06-25T22:56:00,2024-06-26T06:27:00,Oura
U_XG4AHF337KUU,2024-06-26,22680,3834,2643,5,38,-0.18,2024-06-27T00:33:00,2024-06-27T05:14:00,Oura
U_XG4AHF337KUU,27-Jun-2024,24050,3899,4506,,61,0.03,2024-06-27T21:32:00,2024-06-28T08:19:00,Oura
U_XG4AHF337KUU,2024/06/28 00:00,,,3416,23,54,0.16,2024-06-28T21:20:00,2024-06-29T08:46:00,Oura
U_XG4AHF337KUU,2024/06/29 00:00,23302,6595,4838,0,57,-0.14,2024-06-29T21:25:00,2024-06-30T08:13:00,Oura
U_XG4AHF337KUU,2024/06/30 00:00,25247,2963,3113,18,59,-0.06,2024-07-01T00:53:00,2024-07-01T06:10:00,Oura
U_XG4AHF337KUU,2024-07-01,21343,1707,2274,22,78,0.01,2024-07-01T20:06:00,2024-07-02T06:06:00,Oura
U_XG4AHF337KUU,02-Jul-2024,24757,4113,4871,25,90,-0.01,2024-07-02T23:58:00,2024-07-03T08:46:00,Oura
U_XG4AHF337KUU,2024/07/03 00:00,20802,3296,3158,,83,0.35,2024-07-03T22:30:00,2024-07-04T05:59:00,Oura
U_XG4AHF337KUU,2024-07-04,22529,3622,6078,17,43,-0.1,2024-07-04T23:42:00,2024-07-05T09:28:00,Oura
U_XG4AHF337KUU,2024/07/05 00:00,15808,3564,3533,28,72,0.23,2024-07-05T21:23:00,2024-07-06T05:12:00,Oura
U_XG4AHF337KUU,06-Jul-2024,20513,3532,5685,34,,-0.35,2024-07-06T22:17:00,2024-07-07T09:22:00,Oura
U_XG4AHF337KUU,2024-07-07,18815,3408,5035,52,66,-0.08,2024-07-07T23:40:00,2024-07-08T05:39:00,Oura
U_XG4AHF337KUU,08-Jul-2024,21912,3758,4804,42,54,0.23,2024-07-08T21:54:00,2024-07-09T06:15:00,Oura
U_XG4AHF337KUU,09-Jul-2024,25787,7563,9809,,79,0.11,2024-07-09T23:03:00,2024-07-10T09:26:00,Oura
U_XG4AHF337KUU,2024/07/10 00:00,18364,,5360,3,,-0.1,2024-07-10T21:45:00,2024-07-11T04:52:00,Oura
U_XG4AHF337KUU,2024-07-11,20595,3938,6938,24,58,0.27,2024-07-11T20:17:00,2024-07-12T07:55:00,Oura
U_XG4AHF337KUU,2024-07-12,21869,3978,5380,31,65,-0.11,2024-07-12T22:41:00,2024-07-13T05:24:00,Oura
U_XG4AHF337KUU,2024/07/13 00:00,21733,4767,3059,0,80,0.05,2024-07-13T20:31:00,2024-07-14T08:59:00,Oura
U_XG4AHF337KUU,2024-07-14,26035,,5373,,72,0.11,2024-07-14T21:19:00,2024-07-15T06:11:00,Oura
U_XG4AHF337KUU,15-Jul-2024,25676,3148,5816,27,77,0.18,2024-07-15T22:11:00,2024-07-16T08:57:00,Oura
U_XG4AHF337KUU,2024/07/16 00:00,23627,5648,4517,34,69,-0.45,2024-07-16T20:00:00,2024-07-17T06:34:00,Oura
U_XG4AHF337KUU,17-Jul-2024,22899,4874,6029,31,79,0.14,2024-07-17T23:26:00,2024-07-18T08:17:00,Oura
U_XG4AHF337KUU,2024-07-18,,2992,7057,29,,0.34,2024-07-18T23:31:00,2024-07-19T05:51:00,Oura
U_XG4AHF337KUU,2024/07/19 00:00,30134,,7478,43,80,0.02,2024-07-19T22:22:00,2024-07-20T05:14:00,Oura
U_XG4AHF337KUU,2024-07-20,26181,6170,4778,16,74,0.01,2024-07-20T23:33:00,2024-07-21T08:02:00,Oura
U_XG4AHF337KUU,21-Jul-2024,17950,4058,3701,46,61,-0.09,2024-07-21T20:28:00,2024-07-22T07:30:00,Oura
U_XG4AHF337KUU,22-Jul-2024,23726,6260,,42,59,0.04,2024-07-22T21:55:00,2024-07-23T08:53:00,Oura
U_XG4AHF337KUU,2024-07-23,,6128,4208,32,65,0.27,2024-07-23T22:44:00,2024-07-24T04:35:00,Oura
U_XG4AHF337KUU,2024-07-24,24493,4084,6037,49,78,0.04,2024-07-25T00:26:00,2024-07-25T09:02:00,Oura
U_XG4AHF337KUU,25-Jul-2024,25786,4848,3493,32,85,0.04,2024-07-25T21:16:00,2024-07-26T07:47:00,Oura
U_XG4AHF337KUU,2024-07-26,23083,1879,5016,15,63,,2024-07-26T22:13:00,2024-07-27T07:19:00,Oura
U_XG4AHF337KUU,2024/07/27 00:00,28355,3339,6338,,86,-0.21,2024-07-27T22:33:00,2024-07-28T08:29:00,Oura
U_XG4AHF337KUU,28-Jul-2024,25346,1323,,9,66,,2024-07-28T21:28:00,2024-07-29T05:13:00,Oura
U_XG4AHF337KUU,2024-07-29,23332,3761,6196,31,61,0.07,2024-07-29T22:55:00,2024-07-30T06:51:00,Oura
U_XG4AHF337KUU,2024/07/30 00:00,26035,2552,6060,12,41,-0.03,2024-07-30T22:39:00,2024-07-31T07:51:00,Oura
U_XG4AHF337KUU,31-Jul-2024,28333,2561,5618,34,63,-0.04,2024-07-31T23:24:00,2024-08-01T06:34:00,Oura
U_XG4AHF337KUU,2024/08/01 00:00,26648,3026,,46,72,-0.15,2024-08-01T23:15:00,2024-08-02T05:21:00,Oura
U_XG4AHF337KUU,02-Aug-2024,19651,3142,3256,,49,-0.08,2024-08-03T00:28:00,2024-08-03T07:56:00,Oura
U_XG4AHF337KUU,03-Aug-2024,25832,5749,4437,24,64,-0.17,2024-08-03T22:42:00,2024-08-04T04:34:00,Oura
U_XG4AHF337KUU,04-Aug-2024,20894,2144,,33,67,0.29,2024-08-05T00:09:00,2024-08-05T07:29:00,Oura
U_XG4AHF337KUU,05-Aug-2024,24400,4866,5770,,,-0.13,2024-08-05T20:32:00,2024-08-06T06:18:00,Oura
U_XG4AHF337KUU,2024-08-06,24468,6090,6777,0,66,0.36,2024-08-06T20:45:00,2024-08-07T06:37:00,Oura
U_XG4AHF337KUU,2024/08/08 00:00,20688,5294,6054,,,-0.15,2024-08-08T22:27:00,2024-08-09T07:09:00,Oura
U_XG4AHF337KUU,2024-08-09,25698,3630,4646,32,65,-0.17,2024-08-09T21:53:00,2024-08-10T05:50:00,Oura
U_XG4AHF337KUU,2024-08-10,25003,,5472,40,68,0.03,2024-08-11T00:31:00,2024-08-11T06:16:00,Oura
U_XG4AHF337KUU,2024/08/11 00:00,30906,,,,68,0.24,2024-08-11T22:30:00,2024-08-12T07:51:00,Oura
U_XG4AHF337KUU,12-Aug-2024,25086,7841,3940,25,67,0.07,2024-08-12T23:41:00,2024-08-13T09:30:00,Oura
U_XG4AHF337KUU,2024-08-13,20646,,4063,42,76,-0.11,2024-08-14T00:33:00,2024-08-14T07:08:00,Oura
U_XG4AHF337KUU,14-Aug-2024,25005,,6311,,62,0.09,2024-08-15T00:56:00,2024-08-15T07:02:00,Oura
U_XG4AHF337KUU,2024/08/15 00:00,23903,3753,5290,40,57,0.07,2024-08-16T00:30:00,2024-08-16T08:08:00,Oura
U_XG4AHF337KUU,2024-08-16,22306,4502,5036,,69,-0.28,2024-08-16T21:12:00,2024-08-17T08:10:00,Oura
U_XG4AHF337KUU,2024/08/17 00:00,21894,,,37,55,-0.1,2024-08-17T20:43:00,2024-08-18T05:03:00,Oura
U_XG4AHF337KUU,2024-08-18,26094,2903,4102,,61,0.16,2024-08-19T00:26:00,2024-08-19T08:56:00,Oura
U_XG4AHF337KUU,2024/08/19 00:00,19909,,4585,21,,,2024-08-19T23:26:00,2024-08-20T06:21:00,Oura
U_XG4AHF337KUU,2024/08/20 00:00,,,,21,42,0.01,2024-08-20T20:55:00,2024-08-21T06:51:00,Oura
U_XG4AHF337KUU,21-Aug-2024,20384,5287,4528,47,47,-0.06,2024-08-21T20:56:00,2024-08-22T05:48:00,Oura
U_XG4AHF337KUU,2024/08/22 00:00,27731,3709,6627,8,67,-0.14,2024-08-22T22:07:00,2024-08-23T05:39:00,Oura
U_XG4AHF337KUU,2024-08-23,,6077,5806,33,68,0.22,2024-08-23T23:25:00,2024-08-24T04:38:00,Oura
